종목코드,최고가,최저가,수익률(1달),수익률(3달),수익률(6달),수익률(1년),발행주식수,시가총액,업종명,액면가,자본금
189330,"31,000","9,430",-19.48,-14.68,-32.09,+13.52,"6,092,284",655,소프트웨어 개발 및 공급업,500,3046142000
900120,271,108,+0.00,-15.38,-32.93,-47.87,"197,716,999",217,기타 금융업,0.05,9885850
101240,"10,300","4,445",-11.10,-20.63,-24.79,-32.85,"10,138,184",451,기초 화학물질 제조업,500,5069092000
308170,"18,270","11,300",+21.33,+11.86,-11.63,+16.85,"8,610,000","1,308",자동차 신품 부품 제조업,500,4305000000
260930,"7,050","4,990",-9.71,-15.35,-13.15,-11.46,"19,341,591",971,기타 화학제품 제조업,500,9670795500
123860,"25,250","14,390",+1.33,-0.22,+26.24,-4.39,"11,849,563","2,705",반도체 제조업,500,5942599500
125210,"20,250","11,330",-5.90,-21.46,-31.20,-21.84,"16,496,790","1,895",전자부품 제조업,500,8248395000
357580,"24,450","10,680",-13.03,-25.31,-35.27,-10.25,"11,220,264","1,198",전자부품 제조업,500,5624737000
149950,"19,700","12,000",-5.00,-7.72,-17.03,-26.44,"15,607,500","2,015",전자부품 제조업,500,8153750000
183190,"11,180","8,930",+3.48,+14.66,+1.17,+12.55,"38,958,090","4,052","시멘트, 석회, 플라스터 및 그 제품 제조업",500,19479045000
136410,"13,670","5,670",-11.84,-26.04,-47.87,-50.17,"11,019,106",648,플라스틱제품 제조업,500,5671183000
246720,"12,520","3,200",-16.52,-24.75,-24.83,+95.63,"12,986,525",873,의료용품 및 기타 의약 관련제품 제조업,500,6493262500
159010,"15,790","8,830",-17.13,-36.25,-33.03,-2.52,"13,334,739","1,187",일반 목적용 기계 제조업,500,6667369500
127710,"1,912","1,214",-11.95,+8.94,-14.80,-12.92,"34,904,082",468,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",500,17452041000
267850,"18,450","10,650",-8.49,-4.72,-22.93,-0.55,"11,100,000","1,209","컴퓨터 프로그래밍, 시스템 통합 및 관리업",500,5550000000
154030,"4,175","2,870",-9.55,-13.93,-14.93,-5.32,"11,120,839",326,작물 재배업,500,5560419500
227610,"5,690","1,420",-9.60,-40.16,+5.12,-20.90,"31,651,838",611,기타 화학제품 제조업,500,15825919000
143160,"29,900","17,010",-22.05,+13.57,-8.07,+0.00,"10,716,390","2,197",통신 및 방송 장비 제조업,500,5358195000
332370,"5,110","3,225",-6.21,-13.70,-20.07,-23.29,"13,273,726",431,컴퓨터 및 주변장치 제조업,500,6636863000
122900,"10,750","7,860",-10.95,-14.98,-20.78,-22.65,"33,428,840","2,638",상품 종합 도매업,500,18166670000
339950,"2,540","1,655",-4.32,-7.68,-17.95,-9.57,"44,946,655",756,일반 교습 학원,100,4494665500
289010,"5,720","3,785",-5.14,-7.68,-23.15,-15.04,"12,864,037",487,"서적, 잡지 및 기타 인쇄물 출판업",500,6432018500
214430,"39,250","15,800",-24.82,-18.76,+32.66,+59.76,"7,106,760","1,862",전자부품 제조업,500,3580660000
368600,"9,690","4,135",+1.15,-13.04,-33.63,-39.62,"16,994,265",748,그외 기타 제품 제조업,500,8497132500
307180,"4,665","2,740",-3.38,-20.21,-25.19,+10.09,"25,822,191",775,전구 및 조명장치 제조업,100,2582219100
101390,"13,400","4,860",-9.15,+5.30,-41.30,+29.81,"9,053,757",611,전자부품 제조업,500,4526878500
456570,"16,150","7,140",-9.90,-0.85,-,-,"4,812,965",394,의료용품 및 기타 의약 관련제품 제조업,500,2406482500
451220,"31,700","20,200",-,-,-,-,"7,874,611","1,591",특수 목적용 기계 제조업,500,3937305500
447690,"10,200","2,295",-2.07,+15.02,+46.72,-,"2,564,067",103,의료용 기기 제조업,500,1282033500
123010,"2,895","1,591",-7.78,-15.92,-42.55,-37.25,"32,658,542",523,전자부품 제조업,500,16329271000
185490,"6,930","3,020",-1.74,-4.31,-29.80,-49.18,"21,478,340",668,자연과학 및 공학 연구개발업,500,10739170000
149010,"9,870","7,300",-2.31,-4.85,-3.60,+0.00,"3,120,000",251,반도체 제조업,500,1560000000
262840,"8,660","5,280",-12.15,-14.15,-22.58,-23.92,"9,860,000",521,소프트웨어 개발 및 공급업,100,986000000
175250,"4,760","1,869",-9.50,-22.04,-38.36,-42.70,"37,558,368",719,의약품 제조업,500,18779184000
119830,"11,790","6,590",-14.89,-17.69,-13.41,-3.73,"21,434,297","1,605","그외 기타 전문, 과학 및 기술 서비스업",500,10717148500
124500,"4,835","3,235",-11.49,-13.73,-15.20,-13.39,"20,511,727",664,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",500,10255863500
372800,"13,310","6,080",-9.04,-23.25,-32.90,-29.18,"6,026,990",370,소프트웨어 개발 및 공급업,500,3013495000
114840,"31,900","8,860",-12.08,+15.65,+25.89,+164.99,"8,600,972","2,129",기타 화학제품 제조업,500,4300486000
139990,"10,650","6,400",-16.01,-23.54,-31.77,-28.89,"26,452,189","1,693",1차 철강 제조업,500,13226094500
158430,"5,470","3,440",-6.65,-4.71,-13.18,-33.46,"21,817,885",751,소프트웨어 개발 및 공급업,100,2181788500
149300,"1,596",480,-36.95,+5.33,-39.86,-58.12,"43,486,252",232,자연과학 및 공학 연구개발업,500,21743126000
102950,"7,600","3,335",-9.90,-30.13,-39.93,+10.84,"13,121,903",568,전자부품 제조업,500,6923823000
251280,"9,000","5,500",-2.38,+12.18,+2.50,+29.75,"2,767,454",227,자연과학 및 공학 연구개발업,500,1383727000
297570,"2,095","1,290",-6.98,-10.95,-13.86,-12.04,"34,621,218",448,통신 및 방송 장비 제조업,100,3462121800
260660,"7,300","5,070",-0.50,+9.49,-10.85,+16.28,"15,327,021",920,의료용품 및 기타 의약 관련제품 제조업,500,7663510500
354320,"139,100","44,750",-37.64,-43.21,-,-,"6,391,381","2,886",1차 비철금속 제조업,500,3195690500
361570,"6,374","3,575",-14.78,-24.42,-18.96,-11.82,"28,635,291","1,032",오디오물 출판 및 원판 녹음업,500,14394193500
131370,"4,970","3,020",-0.93,+19.49,-4.47,-12.21,"53,267,083","1,992",소프트웨어 개발 및 공급업,100,5326708300
140670,"19,820","10,270",-32.06,-14.12,-29.42,-17.28,"9,303,140",962,전자부품 제조업,500,4651570000
148250,"10,100","4,110",-25.54,-36.08,-48.75,-59.31,"7,391,186",304,전자부품 제조업,500,3823244500
347860,"17,550","6,240",-16.70,-31.26,-34.12,-9.66,"21,550,372","1,569",소프트웨어 개발 및 공급업,500,10775186000
196170,"81,000","32,000",-11.89,+38.73,+35.44,+63.27,"51,770,806","31,062",자연과학 및 공학 연구개발업,500,25885403000
123750,"5,620","2,850",+2.15,-9.64,-37.41,-15.78,"12,746,297",395,그외 기타 운송장비 제조업,500,6373148500
117670,"1,510",945,+0.00,+0.00,+0.00,-17.11,"37,677,724",356,반도체 제조업,500,19146576500
314140,"16,700","7,350",-5.95,-20.37,-39.77,-28.33,"8,666,361",671,의약품 제조업,500,4333180500
291650,"5,340","3,305",-3.71,-3.18,-5.41,-8.97,"16,980,252",594,자연과학 및 공학 연구개발업,500,8490126000
293780,"15,900","7,660",-16.72,-20.41,-27.10,-44.66,"22,298,866","1,721",자연과학 및 공학 연구개발업,500,11149433000
161000,"26,900","7,940",-15.47,-41.35,-28.54,+19.89,"48,648,709","5,395",기초 화학물질 제조업,500,24324354500
390110,"12,650","2,765",-17.84,-35.89,-40.57,-,"9,087,297",304,의료용 기기 제조업,500,4543648500
196300,"19,680","6,600",+2.36,-5.05,+18.91,+80.05,"5,937,294",825,기초 의약물질 및 생물학적 제제 제조업,500,2968647000
310200,"5,050","2,820",+5.81,+1.32,-11.62,+18.70,"45,186,656","1,563","영화, 비디오물, 방송프로그램 제작 및 배급업",100,4518665600
179530,"4,910","3,015",-12.09,-5.86,-22.76,-14.66,"9,140,444",279,의약품 제조업,500,4570222000
900100,"2,910","1,525",-8.24,-17.51,-39.15,-34.82,"38,911,815",642,자동차 부품 및 내장품 판매업,1.5,583677
205500,"3,940","1,090",-0.08,-42.21,-55.02,-66.40,"46,546,058",572,소프트웨어 개발 및 공급업,500,23273029000
290740,"9,030","5,820",-6.82,-4.43,-12.09,+10.21,"10,065,011",673,전자부품 제조업,500,5032505500
238090,"6,211","2,125",-1.28,+31.56,-0.48,-46.68,"23,541,303",726,플라스틱제품 제조업,500,12206139500
129890,"7,460","3,125",-11.42,+23.61,-10.32,-34.46,"10,128,682",440,컴퓨터 및 주변장치 제조업,500,5064341000
174900,"23,700","11,100",-16.41,-29.36,-38.84,-35.76,"15,352,069","1,721",의료용품 및 기타 의약 관련제품 제조업,500,7676034500
255440,"14,320","6,950",-11.15,-16.14,-34.63,+12.47,"13,058,000","1,072",특수 목적용 기계 제조업,500,6569000000
102120,"11,820","7,500",-10.29,-26.18,-26.33,-27.18,"17,780,753","1,334",반도체 제조업,500,8890376500
263540,"5,950","5,950",+0.00,+0.00,+0.00,+0.00,"10,494,091",624,"항공기,우주선 및 부품 제조업",500,5247045500
238120,"11,400","7,120",-13.91,-8.72,-13.28,-4.43,"7,189,448",512,사진장비 및 광학기기 제조업,500,3594724000
224810,"4,895","3,050",-2.72,-8.23,-14.47,-24.36,"4,200,000",143,실내건축 및 건축마무리 공사업,500,2100000000
270660,"21,000","9,900",-21.49,-23.85,-38.59,-31.25,"12,191,342","1,207",가정용 기기 제조업,500,6095671000
137310,"35,150","9,690",-14.78,-22.04,-53.08,-66.41,"124,477,353","12,062",의료용 기기 제조업,500,62239087500
217480,"3,590",349,+0.00,+0.00,+0.00,-90.32,"42,608,662",149,기타 화학제품 제조업,500,21304331000
121890,"2,255","1,478",+48.51,+48.51,+48.51,+48.51,"12,686,120",278,전자부품 제조업,500,6343060000
118000,737,393,-11.16,-11.75,-31.85,-28.93,"142,777,363",568,기계장비 및 관련 물품 도매업,500,71388681500
304360,"18,830","7,450",-32.27,-11.20,-,-,"11,337,076",845,의약품 제조업,500,5668538000
389500,"87,300","15,800",-36.33,-15.16,-33.04,+19.84,"6,174,904","1,883",일반 목적용 기계 제조업,500,3087452000
298060,"11,551","2,130",-24.25,-48.57,-74.57,-47.45,"20,467,248",467,의약품 제조업,500,10233624000
270210,"6,760","2,840",-15.82,-16.92,-6.64,+27.50,"1,242,705",52,기타 화학제품 제조업,500,621352500
103230,"6,860","3,550",-4.88,-15.17,+10.54,-2.44,"7,200,000",302,일반 목적용 기계 제조업,500,3600000000
260970,"17,980","13,100",+2.62,-3.86,-18.71,-21.99,"4,059,420",556,기타 식품 제조업,500,2029710000
101490,"62,100","23,950",-7.15,-24.40,-9.71,+63.27,"21,451,447","8,774",전자부품 제조업,500,10725723500
275630,"8,980","4,145",+2.21,-5.99,-9.66,-33.31,"6,017,989",264,소프트웨어 개발 및 공급업,500,3008994500
351320,"4,760","2,275",-13.50,-26.26,-47.64,-20.59,"22,015,886",501,특수 목적용 기계 제조업,100,2201588600
214310,420,299,+0.00,+0.00,+0.00,-48.91,"73,582,603",225,반도체 제조업,100,7358260300
246250,"10,520","4,380",-46.70,-52.88,-44.03,-37.63,"7,674,103",336,"그외 기타 전문, 과학 및 기술 서비스업",500,3837051500
258540,"3,500",428,-37.26,-39.07,-71.11,-84.11,"10,378,119",57,자연과학 및 공학 연구개발업,500,5189059500
299670,"4,400","1,695",+0.00,+0.00,-42.49,-28.00,"5,450,000",98,봉제의복 제조업,100,545000000
109610,"7,310","2,960",-7.42,+46.13,+94.36,+77.04,"48,907,400","2,866","구조용 금속제품, 탱크 및 증기발생기 제조업",500,24453700000
306040,"18,360","9,320",-12.08,-14.65,-36.03,-43.86,"9,865,828",920,"가죽, 가방 및 유사제품 제조업",500,4932914000
217910,500,288,-2.83,+20.85,+13.71,+42.31,"12,990,522",62,기초 화학물질 제조업,100,1299052200
224020,"5,400",769,+19.00,-37.66,-50.40,-77.41,"5,570,977",69,플라스틱제품 제조업,500,2785488500
457940,"2,490","2,040",-0.24,-,-,-,"3,310,000",69,금융 지원 서비스업,100,331000000
435870,"2,540","2,000",+0.00,+0.00,+1.82,+7.95,"3,720,000",83,금융 지원 서비스업,100,372000000
455910,"3,860","2,010",-0.98,-3.80,-,-,"5,020,000",102,금융 지원 서비스업,100,502000000
234300,"6,570","3,515",-13.90,-22.50,-15.14,+6.01,"27,532,242",972,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",500,13766121000
237690,"91,800","68,100",-10.86,-9.08,-13.36,-19.50,"18,808,775","12,809",의약품 제조업,500,9404387500
288620,"27,000","14,130",-11.24,-13.47,-31.57,-30.39,"6,979,316",986,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",500,3489658000
317830,"19,630","6,800",-32.99,-36.52,-35.52,+6.20,"10,773,818",923,특수 목적용 기계 제조업,100,1077381800
298690,"4,600","1,950",-7.96,-13.29,-30.84,+24.45,"116,640,000","2,968",항공 여객 운송업,1000,116640000000
187660,"3,145","1,762",-12.53,-20.00,-11.22,-21.24,"21,836,250",389,자연과학 및 공학 연구개발업,100,2183625000
200710,"28,900","12,050",+6.42,-7.20,+22.75,+37.28,"13,427,069","3,115",반도체 제조업,500,7008293000
140910,"4,340","3,295",-3.42,-7.12,-4.51,-15.25,"4,463,032",151,부동산 임대 및 공급업,5000,22315160000
298380,"25,600","15,530",-14.82,-15.62,-25.40,-20.83,"47,892,539","7,735",기초 의약물질 및 생물학적 제제 제조업,500,23946269500
203400,"10,000","5,860",-14.55,-12.55,-31.23,-12.55,"19,408,181","1,163",자연과학 및 공학 연구개발업,500,9704090500
195990,811,346,-18.70,+40.46,+4.15,+0.91,"284,389,721","1,570",특수 목적용 기계 제조업,500,142194860500
241840,"28,100","12,020",-23.56,-15.16,-39.75,-42.32,"9,539,994","1,164","영화, 비디오물, 방송프로그램 제작 및 배급업",500,4769997000
311960,"34,450","9,700",-20.69,-33.14,-15.94,-,"3,062,664",352,기타 식품 제조업,500,1531332000
312610,"5,470","2,890",-9.94,-27.50,-45.28,-25.06,"20,256,888",587,일차전지 및 축전지 제조업,500,10128444000
172670,"25,750","17,340",-19.08,-21.95,-,-,"8,960,259","1,577",반도체 제조업,500,4480129500
234070,"10,000","1,100",-13.69,-15.86,-11.92,-86.63,"6,938,482",93,산업용 기계 및 장비 임대업,500,3469241000
227100,"5,550","1,327",-16.02,-31.33,-36.31,-51.80,"12,686,562",289,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",500,6343281000
239610,"23,400","11,700",-5.92,-12.80,-35.58,-32.97,"5,392,115",669,기타 식품 제조업,500,2696057500
462020,"2,460","1,963",-,-,-,-,"4,345,000",85,금융 지원 서비스업,100,434500000
148930,"13,400","5,830",-11.65,-29.91,-40.96,-40.68,"10,100,213",620,기타 금속 가공제품 제조업,500,5050106500
357230,"10,070","6,950",-11.54,-12.36,+1.61,+6.10,"20,861,919","1,583",기타 식품 제조업,500,10430959500
224110,"16,760","9,210",-11.17,-0.77,+13.78,+21.51,"5,340,000",688,통신 및 방송 장비 제조업,500,2670000000
230980,"1,352",655,-10.90,-29.44,-13.48,-28.46,"83,448,078",600,소프트웨어 개발 및 공급업,100,8344807800
200470,"4,555","2,435",-14.11,-18.79,+4.43,-15.53,"42,362,093","1,199","그외 기타 전문, 과학 및 기술 서비스업",500,21181046500
207490,"10,440","5,490",-9.95,+1.01,-2.38,+1.01,"3,600,000",251,전구 및 조명장치 제조업,500,1800000000
262260,"21,500","10,800",-17.48,-28.96,-20.03,-19.35,"14,461,554","1,802",기타 전기장비 제조업,500,7230777000
109960,"2,474",923,-25.44,-29.22,-39.71,-61.87,"66,207,019",611,기타 전문 도매업,500,33103509500
397030,"29,150","13,450",-2.04,+11.17,-3.57,+70.08,"10,711,195","2,312",자연과학 및 공학 연구개발업,1000,10711195000
244920,"5,700","4,005",-9.64,-2.66,-12.58,-26.06,"22,607,693",911,보험 및 연금관련 서비스업,500,11303846500
230240,"39,400","18,270",-12.72,-11.69,-32.64,-38.65,"13,489,026","2,508",통신 및 방송 장비 제조업,500,6744513000
230360,"15,000","9,200",-4.06,+6.02,-7.81,-29.56,"32,368,029","3,363",광고업,100,3295302900
101360,"51,800","20,050",-32.90,-39.94,-46.77,-27.08,"11,415,283","2,352",기타 화학제품 제조업,500,5707641500
128540,"5,230","2,690",-12.94,-29.58,-36.33,-43.07,"26,690,460",718,자동차 신품 부품 제조업,100,2669046000
247540,"462,000","92,100",-19.57,-45.95,-24.49,+83.50,"97,801,344","199,026",일차전지 및 축전지 제조업,500,48940909000
383310,"124,000","43,250",-16.43,-21.50,-15.48,+14.64,"15,304,932","9,106",기타 화학제품 제조업,500,7652466000
173940,"8,200","4,570",+3.51,-13.74,+13.24,+28.54,"15,380,759",907,창작 및 예술관련 서비스업,500,7690379500
446440,"25,500","9,860",+4.71,-,-,-,"2,297,504",250,자연과학 및 공학 연구개발업,500,1148752000
950130,"14,200","7,290",-30.52,+6.33,-14.20,-35.14,"36,315,527","3,051",의료용품 및 기타 의약 관련제품 제조업,무액면,0
205100,"3,225","1,797",-22.73,+15.95,+5.93,+21.88,"71,963,431","1,605",소프트웨어 개발 및 공급업,100,3638227300
356680,"6,540","2,710",+11.68,+32.11,+80.58,-,"28,493,492","1,430",소프트웨어 개발 및 공급업,100,2849349200
317770,"25,550","2,008",-30.68,-74.70,-63.11,+69.35,"22,781,606",775,전자부품 제조업,500,11390803000
317870,"19,970","5,180",-13.98,-5.60,+21.77,+207.10,"8,344,293","1,335",그외 기타 제품 제조업,500,4172146500
236810,"9,300","4,055",-20.94,-42.23,-9.23,+12.38,"16,975,426",801,광고업,100,1697542600
140610,"15,300","8,050",-23.80,-26.45,-27.83,-13.46,"10,827,814",960,자연과학 및 공학 연구개발업,500,5413907000
333620,"15,760","9,630",-16.32,-29.21,-23.93,-19.09,"10,556,344","1,033",기타 전기장비 제조업,100,1055634400
101400,821,597,-12.57,-3.62,-11.05,-2.08,"59,186,224",362,반도체 제조업,500,29593112000
238170,687,371,+3.32,+39.21,+24.76,-10.94,"20,774,684",110,합성고무 및 플라스틱 물질 제조업,500,10387342000
224760,"6,470","2,300",-11.06,+20.64,-2.59,+84.51,"3,939,700",185,토목 건설업,500,1969850000
380440,"10,140","9,700",+0.50,+1.60,+1.91,+2.17,"10,258,000","1,040",금융 지원 서비스업,500,5129000000
391060,"10,120","9,750",+0.00,+0.10,+0.50,-0.74,"5,100,000",510,금융 지원 서비스업,500,2550000000
422040,"2,215","2,055",+0.24,-2.58,-2.80,-2.80,"7,160,000",149,금융 지원 서비스업,100,716000000
437780,"2,135","1,931",-0.24,-1.43,-1.43,+5.59,"5,030,000",104,금융 지원 서비스업,100,503000000
438580,"2,530","2,125",+0.00,+0.00,+5.13,-,"3,020,000",74,금융 지원 서비스업,100,302000000
439410,"2,195","1,975",+0.99,-3.55,-1.69,-,"8,800,000",180,금융 지원 서비스업,100,880000000
440820,"2,190","1,980",+0.74,-2.15,-2.15,-,"7,800,000",160,금융 지원 서비스업,100,780000000
450410,"4,010","2,410",+5.71,+35.91,+40.64,-,"3,920,000",138,금융 지원 서비스업,100,392000000
451700,"2,060","1,993",-0.55,-1.77,-,-,"14,350,000",287,금융 지원 서비스업,100,1435000000
265740,"10,000","7,730",-1.70,+1.76,+0.25,+2.41,"8,931,800",722,기타 화학제품 제조업,100,893180000
354200,"11,050","4,945",-15.90,-23.69,-32.63,-38.88,"12,889,227",637,"그외 기타 전문, 과학 및 기술 서비스업",1000,12889227000
419080,"28,450","10,200",-5.70,-35.46,-45.43,-,"10,517,817","1,375",특수 목적용 기계 제조업,500,5258908500
208860,"2,205","2,205",+0.00,+0.00,+0.00,+0.00,"11,443,863",252,소프트웨어 개발 및 공급업,500,5721931500
183490,"2,180","1,131",-22.72,-23.64,-34.52,-41.85,"85,065,562",989,기초 의약물질 및 생물학적 제제 제조업,500,42532781000
182400,"16,300","9,970",-1.81,-1.44,+11.11,-1.52,"41,218,131","5,358",기초 의약물질 및 생물학적 제제 제조업,500,20609065500
348370,"89,500","51,700",-3.68,-18.15,-25.17,-22.21,"16,268,221","8,948",기초 화학물질 제조업,500,8134110500
227950,"1,775",609,-16.16,-27.66,-51.94,-15.60,"103,575,530",656,특수 목적용 기계 제조업,100,10357553000
291230,"9,810","2,455",-18.71,-27.90,-49.49,-47.43,"43,725,551","1,073",기타 사업지원 서비스업,100,4372555100
198080,"3,040","1,843",+6.75,+11.20,-2.73,+6.75,"21,535,185",460,전자부품 제조업,500,10767592500
276240,791,329,+2.22,-12.70,+2.22,+13.04,"8,053,138",48,영상 및 음향기기 제조업,500,4026569000
900140,"3,085","1,669",-7.87,-13.05,+21.97,+17.76,"171,588,411","3,715",자동차 판매업,0.25,42897103
138690,"2,730","2,730",+0.00,+0.00,+0.00,+0.00,"67,080,306","1,831",특수 목적용 기계 제조업,500,33540153000
290650,"41,100","20,900",-15.28,-22.84,-7.00,+28.60,"22,684,891","6,477",의약품 제조업,500,11388443500
156100,"11,860","5,024",-21.61,+22.22,+5.58,-23.03,"19,936,743","1,382",의료용 기기 제조업,500,9968371500
311060,"9,990","4,000",+7.31,+66.06,+71.70,+84.40,"3,410,067",291,특수 목적용 기계 제조업,500,1705033500
170920,"14,260","7,940",-11.28,-16.24,-33.83,-19.31,"8,824,054",701,기초 화학물질 제조업,500,4412027000
169330,"3,675","2,695",-2.68,+0.17,-13.13,-7.32,"18,256,918",531,시장조사 및 여론조사업,500,9128459000
373170,"44,300","18,510",-25.51,-,-,-,"4,942,930",915,소프트웨어 개발 및 공급업,100,494293000
179290,"15,770","6,900",-24.75,-30.09,-49.89,-43.44,"32,275,678","2,227",의료용 기기 제조업,500,16331589000
123040,"6,270","3,985",+0.38,+10.32,-12.37,+31.16,"45,658,277","2,392",자동차 신품 부품 제조업,500,22829138500
323230,"2,305",750,+1.35,+91.72,+130.91,+141.94,"37,738,489",708,편조의복 제조업,100,3773848900
347890,"11,040","7,480",-15.77,-7.43,-26.52,-11.58,"16,798,204","1,257","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",100,1679820400
259630,"19,300","9,530",-20.77,-13.03,-7.04,-17.71,"12,282,402","1,410",특수 목적용 기계 제조업,500,6141201000
115960,"20,550","12,550",-2.80,+8.16,-5.22,+19.61,"12,398,000","1,891",플라스틱제품 제조업,500,6199000000
143540,"1,580",794,-13.70,-24.53,-38.51,-44.64,"44,599,895",357,특수 목적용 기계 제조업,500,22299947500
111770,"64,900","42,550",+5.48,-9.89,+16.84,+10.27,"44,311,468","22,599",상품 종합 도매업,500,22155734000
265560,"12,880","8,750",+3.35,+27.35,+10.18,+22.18,"10,690,180","1,319",자동차 신품 부품 제조업,500,5345090000
250930,"1,425",672,-18.38,-22.95,-29.69,-46.85,"33,000,440",223,플라스틱제품 제조업,100,3300044000
122640,"25,850","6,890",+2.66,-25.99,+33.66,+65.24,"19,044,342","2,571",특수 목적용 기계 제조업,500,9522171000
900300,279,107,-9.93,-0.73,-30.26,-40.61,"245,263,481",334,기타 금융업,무액면,1237660321
322310,"28,800","10,100",-4.47,-27.43,+3.08,+61.99,"9,366,542","1,601",특수 목적용 기계 제조업,500,4683271000
271560,"147,800","97,000",-6.86,+2.93,-18.98,+18.32,"39,536,132","47,246",기타 식품 제조업,500,19768066000
417860,"75,300","20,550",-27.70,-48.38,-47.67,-,"3,903,350",810,소프트웨어 개발 및 공급업,500,1951675000
352910,"14,360","7,710",-2.86,-6.81,-25.46,+6.13,"12,166,093","1,033","컴퓨터 프로그래밍, 시스템 통합 및 관리업",500,6083046500
241790,"17,000","11,290",-19.30,-23.41,-19.99,-11.80,"10,002,634","1,129",특수 목적용 기계 제조업,500,5001317000
226400,"6,850","2,405",-12.49,-33.73,+4.68,+61.21,"20,661,601",854,의료용 기기 제조업,500,10330800500
368970,"7,760","4,490",-15.92,-18.81,-26.27,-37.73,"9,346,160",420,동물용 사료 및 조제식품 제조업,500,4673080000
138080,"20,700","11,900",-16.14,-2.70,-27.13,-24.20,"10,624,095","1,264",통신 및 방송 장비 제조업,500,5312047500
353590,"14,550","8,850",-14.90,-4.74,-25.32,-20.98,"12,875,570","1,139",자동차 부품 및 내장품 판매업,500,6437785000
173130,"18,550","7,000",+4.79,+39.35,+17.09,+106.48,"11,860,430","1,739","컴퓨터 프로그래밍, 시스템 통합 및 관리업",500,5930215000
440320,"20,000","5,960",-16.91,-13.79,-,-,"9,805,000",607,소프트웨어 개발 및 공급업,100,980500000
394280,"25,950","7,020",-21.19,-30.15,-17.75,+61.08,"21,424,360","3,068",소프트웨어 개발 및 공급업,100,2142436000
309930,"6,130","2,300",-8.71,+15.23,+34.31,+95.72,"21,275,390","1,070",기타 생활용품 소매업,100,2127539000
244460,"7,370","1,490",-19.15,+64.96,-37.20,-55.14,"30,082,551",775,기초 의약물질 및 생물학적 제제 제조업,500,15041275500
226950,"25,050","13,250",-17.45,-9.31,-36.60,-32.91,"16,009,759","2,121",자연과학 및 공학 연구개발업,500,8004879500
131030,"7,350","4,675",-0.10,-0.70,-26.67,-21.68,"16,153,162",800,의약품 제조업,500,8282398500
109080,"17,130","9,950",-10.28,-10.92,-23.99,-7.87,"5,636,000",561,통신 및 방송 장비 제조업,500,2818000000
380540,"3,460","1,145",-23.21,-20.21,-46.37,-,"28,137,096",322,마그네틱 및 광학 매체 제조업,100,2813709600
153710,"9,070","6,140",-4.45,+8.74,-9.91,-10.59,"14,669,958","1,040",의료용품 및 기타 의약 관련제품 제조업,500,7334979000
321820,"8,740","2,720",-15.55,-26.72,-51.57,-51.66,"6,908,282",191,소프트웨어 개발 및 공급업,500,3454141000
432430,"14,650","6,540",-27.91,-11.55,-,-,"15,831,354","1,067","영화, 비디오물, 방송프로그램 제작 및 배급업",500,7915677000
122990,"7,650","5,990",-2.71,-5.43,-7.29,-3.63,"28,186,941","1,719",전자부품 제조업,500,14093470500
112290,"16,390","8,410",-15.88,-39.07,-33.52,-31.76,"10,110,545",862,기타 화학제품 제조업,1000,10262465000
232140,"4,660","2,735",-13.64,-24.27,-16.32,-2.27,"82,045,350","2,650",특수 목적용 기계 제조업,100,8204535000
155650,"7,680","5,110",-8.74,-20.43,-17.80,-14.14,"19,474,358","1,017",전자부품 제조업,500,9987179000
273640,"25,500","13,220",-12.47,-33.98,-43.17,-20.54,"10,966,000","1,455","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",500,5483000000
251370,"18,600","10,620",-4.06,-11.70,-13.36,-25.85,"16,314,464","1,736",기초 화학물질 제조업,500,8157232000
193250,"1,540",755,-10.86,-16.11,-30.41,-46.64,"57,427,776",434,전자부품 제조업,100,5742777600
273060,"2,180","1,086",-4.38,-18.11,-4.54,-18.64,"50,459,582",573,광고업,100,5045958200
122870,"95,200","40,150",-16.24,-30.15,-14.47,+21.06,"18,677,949","9,825",오디오물 출판 및 원판 녹음업,500,9338974500
332570,"5,900","2,495",-17.78,-50.59,-0.20,-17.92,"39,439,356",994,전자부품 제조업,500,19719678000
403490,"3,550","1,785",-20.39,-,-,-,"44,924,464","1,114","과실, 채소 가공 및 저장 처리업",100,4492446400
316140,"13,480","10,950",-1.71,-0.74,+3.70,+3.43,"760,535,260","91,645",기타 금융업,5000,3802676300000
115440,"11,850","6,850",-11.04,-19.51,-14.48,-17.17,"10,754,239",737,통신 및 방송 장비 제조업,500,5377119500
215360,"24,500","12,950",-17.76,-33.87,-15.29,+8.34,"9,132,163","1,341",자동차 신품 부품 제조업,500,4566081500
153490,"1,301",899,-13.48,-6.27,-15.40,-18.29,"51,480,000",492,반도체 제조업,500,25740000000
101170,"9,030","5,310",-18.43,-14.49,-23.04,-23.71,"13,500,000",717,일반 목적용 기계 제조업,500,6750000000
