,회사명,corp_code,stock_code,연도,ESG,재무제표,부채총계,영업이익,법인세차감전 순이익
237,테이팩스,00256955,055490,2022,B+,"197,584,861,031","49,617,919,916","25,451,378,469","23,699,004,663"
238,세아홀딩스,00377610,058650,2022,C,"5,919,958,905,229","2,915,366,415,560","196,126,337,931","207,816,045,297"
239,종근당바이오,00390055,063160,2022,B+,"312,590,995,328","164,791,529,446","-14,810,343,537","-18,589,860,783"
240,셀트리온,00413046,068270,2022,B,"5,891,652,311,251","1,617,448,041,462","647,198,174,586","626,173,376,626"
241,농심홀딩스,00459871,072710,2022,C,"1,389,130,864,097","311,863,433,252","52,812,907,521","48,517,368,798"
242,금호타이어,00481454,073240,2022,B+,"4,694,985,403,484","3,450,429,792,209","23,135,670,517","-84,043,708,970"
243,STX엔진,00480455,077970,2022,C,"853,388,000,000","593,143,000,000","-8,816,000,000","-28,410,000,000"
244,에이블씨엔씨,00400857,078520,2022,B,"195,431,756,905","79,356,396,676","9,975,863,944","6,338,112,513"
245,HDC현대EP,00357935,089470,2022,C,"603,330,216,887","289,863,741,271","20,387,199,874","19,184,280,925"
246,제주항공,00555874,089590,2022,B,"1,663,644,038,577","1,357,023,834,316","-177,502,073,624","-217,242,937,743"
247,후성,00595191,093370,2022,B,"933,755,417,033","518,459,264,841","105,370,138,192","133,421,841,827"
248,효성 ITX,00414850,094280,2022,B+,"176,818,736,427","111,070,179,540","22,323,153,949","19,589,651,370"
249,웅진씽크빅,00628189,095720,2022,B+,"790,792,230,162","425,863,102,369","27,552,372,229","7,316,423,153"
250,동성케미컬,00679314,102260,2022,B+,"899,511,754,452","410,505,252,005","55,370,343,076","55,772,698,025"
251,풍산,00684714,103140,2022,B,"3,395,297,191,796","1,553,056,946,285","231,619,553,412","219,757,501,334"
252,영원무역,00776820,111770,2022,B+,"4,513,623,780,811","1,399,319,640,332","823,027,257,046","881,755,852,631"
253,GKL,00557508,114090,2022,A,"609,513,166,650","227,057,758,258","-13,917,278,200","-25,055,610,545"
254,한전산업,00194947,130660,2022,C,"157,781,435,629","61,835,339,210","18,651,295,433","21,105,704,248"
255,선진,00855093,136490,2022,C,"1,333,616,177,351","892,994,227,026","70,603,246,898","41,638,288,840"
256,코오롱플라스틱,00241005,138490,2022,B,"387,043,503,761","131,310,107,999","46,041,896,346","45,082,747,593"
257,한국타이어앤테크놀로지,00937324,161390,2022,B+,"12,581,364,159,005","3,705,654,911,026","705,818,089,039","858,353,826,334"
258,한국콜마,00939331,161890,2022,B+,"2,933,309,479,342","1,463,836,379,752","73,280,441,382","16,973,794,860"
259,동일고무벨트,00939687,163560,2022,B,"381,228,401,577","163,224,624,863","8,078,839,374","7,810,959,621"
260,엔에이치엔,00983271,181710,2022,A,"3,025,182,021,029","1,032,762,862,400","39,053,530,657","1,521,608,996"
261,아세아시멘트,00990165,183190,2022,C,"2,040,009,732,425","1,061,327,445,519","117,970,811,813","82,912,383,689"
262,경보제약,00101664,214390,2022,B+,"240,544,942,124","96,840,886,918","1,392,651,796","-614,836,349"
263,잇츠한불,00911955,226320,2022,C,"486,153,355,769","30,243,344,892","4,808,880,833","10,436,282,612"
264,현대코퍼레이션홀딩스,01108099,227840,2022,B,"296,127,566,149","71,951,244,118","14,277,070,571","34,875,099,786"
265,두산밥캣,01032486,241560,2022,B+,"9,248,386,178,000","4,223,998,511,000","1,071,606,774,000","886,277,487,000"
266,화승엔터프라이즈,01128613,241590,2022,B+,"1,475,831,730,945","884,648,845,256","52,800,968,970","6,493,936,191"
267,넷마블,00904672,251270,2022,B,"8,935,573,715,860","3,313,765,261,202","-108,688,598,689","-941,473,679,190"
268,진에어,00653024,272450,2022,B+,"771,895,322,061","662,850,263,536","-67,279,707,925","-90,190,923,390"
269,삼양패키징,01060814,272550,2022,B,"642,561,000,000","281,487,000,000","23,696,000,000","20,350,000,000"
270,한일시멘트,01319808,300720,2022,C,"2,460,836,871,897","885,820,287,173","117,984,446,512","116,031,468,481"
271,세아제강,01325979,306200,2022,B+,"1,465,129,428,987","636,127,562,772","215,165,657,893","211,145,517,673"
272,동진쎄미켐,00118804,005290,2022,C,"1,374,303,530,098","673,516,166,268","216,308,703,354","210,963,962,073"
273,NICE평가정보,00158325,030190,2022,B,"481,091,462,120","139,446,697,557","71,616,495,095","74,705,266,693"
274,주성엔지니어링,00252135,036930,2022,C,"833,063,199,031","348,454,879,955","123,884,000,542","135,068,830,067"
275,지니뮤직,00223762,043610,2022,C,"340,102,689,990","158,930,776,532","13,820,761,140","19,263,831,293"
276,서울반도체,00130763,046890,2022,B,"1,289,871,955,246","514,302,591,299","-33,437,894,990","-30,777,676,427"
277,안랩,00298270,053800,2022,B+,"345,012,452,317","85,667,243,409","26,987,237,453","16,542,117,754"
278,에스에프에이,00358271,056190,2022,C,"1,925,346,831,568","512,535,734,431","160,920,342,192","152,244,089,619"
279,엘앤에프,00398701,066970,2022,C,"3,023,932,974,764","1,738,602,594,287","266,321,029,961","340,535,961,422"
280,아이티엠반도체,00579980,084850,2022,B,"654,754,161,946","456,973,303,715","-16,157,288,816","-18,875,585,054"
281,에코프로,00536541,086520,2022,C,"5,345,782,603,044","2,824,001,949,335","613,226,487,106","306,616,814,981"
282,나스미디어,00486097,089600,2022,B+,"518,025,081,441","275,583,655,118","33,052,555,800","36,030,646,306"
283,비에이치,00447609,090460,2022,C,"1,007,315,366,070","429,340,136,571","131,267,542,314","164,456,373,822"
284,셀트리온헬스케어,00554024,091990,2022,B,"4,454,598,566,766","2,392,807,160,111","228,887,112,078","229,572,580,126"
285,고영,00579999,098460,2022,B,"391,686,493,023","86,511,583,085","44,258,682,098","50,419,495,591"
286,LX세미콘,00525934,108320,2022,A,"1,289,618,542,133","339,257,893,379","310,623,962,750","303,970,572,150"
287,하림,00857727,136480,2022,B,"909,832,722,503","608,732,162,785","46,819,347,142","3,763,249,792"
288,케어젠,00549891,214370,2022,C,"234,070,032,770","18,092,034,704","33,625,928,175","34,457,008,420"
289,원익IPS,01135941,240810,2022,B,"1,121,670,538,661","251,943,234,499","97,554,876,588","117,338,639,677"
290,매일유업,01234507,267980,2022,A,"974,748,292,974","477,924,807,928","60,688,076,526","24,438,337,913"
291,동화약품,00119195,000020,2022,C,"461,136,459,052","82,463,208,091","29,915,077,882","23,085,548,187"
292,유유제약,00144818,000220,2022,C,"195,205,072,788","71,831,031,376","-592,113,629","-3,810,376,632"
293,대원강업,00111847,000430,2022,C,"1,010,418,825,338","412,406,943,010","22,056,715,849","11,612,336,520"
294,조선내화,00148984,000480,2022,D,"1,620,442,052,683","793,378,121,821","22,597,868,685","53,761,394,435"
295,삼일제약,00128032,000520,2022,D,"356,700,496,639","230,880,901,101","4,016,581,828","1,058,097,387"
296,CS홀딩스,00149026,000590,2022,C,"364,121,570,785","33,693,421,213","15,632,045,335","22,814,991,200"
297,천일고속,00151395,000650,2022,D,"54,845,658,330","28,229,905,515","-7,411,183,633","-5,937,544,466"
298,화천기공,00166519,000850,2022,D,"474,032,615,936","128,766,812,502","8,182,884,639","44,905,273,596"
299,강남제비스코,00100939,000860,2022,C,"957,791,314,832","278,945,532,072","4,405,118,561","-19,952,330,091"
300,유니온,00144252,000910,2022,C,"376,111,723,330","201,552,927,080","2,897,590,739","-10,749,945,690"
301,페이퍼코리아,00134723,001020,2022,D,"501,830,145,462","440,215,219,986","25,843,738,569","1,711,163,918"
302,JW중외제약,00149947,001060,2022,C,"627,972,755,001","402,213,719,428","62,960,870,729","45,361,952,269"
303,대한제분,00113243,001130,2022,D,"1,318,431,898,542","399,078,814,703","43,274,283,090","55,132,475,147"
304,금호전기,00106395,001210,2022,D,"61,814,213,952","48,974,883,827","-11,787,966,654","-16,261,105,845"
305,백광산업,00122472,001340,2022,D,"403,243,057,624","193,923,293,147","27,878,061,132","24,356,045,399"
306,BYC,00122579,001460,2022,D,"668,872,026,401","153,134,740,019","25,326,353,051","48,115,688,693"
307,대한제당,00113234,001790,2022,D,"1,219,466,296,000","681,747,544,000","38,051,122,000","34,383,267,000"
308,KISCO홀딩스,00159740,001940,2022,C,"1,735,936,557,627","239,739,584,991","197,916,716,776","182,586,375,737"
309,코오롱,00152862,002020,2022,C,"4,477,491,140,077","3,322,537,563,034","310,967,816,142","256,632,640,481"
310,경농,00101433,002100,2022,C,"448,632,689,252","188,148,524,944","40,975,101,750","37,927,298,330"
311,삼양통상,00127042,002170,2022,C,"457,536,775,769","40,424,121,033","16,445,205,668","20,015,230,734"
312,한국수출포장공업,00158112,002200,2022,D,"345,521,340,104","64,604,055,301","25,702,536,748","26,947,914,214"
313,아세아제지,00138729,002310,2022,C,"1,034,948,261,694","230,662,239,691","109,447,038,390","121,519,996,836"
314,SH에너지화학,00136457,002360,2022,C,"124,160,292,131","30,058,823,992","805,218,302","2,439,481,375"
315,화성산업,00174527,002460,2022,B,"746,127,741,905","389,175,292,526","14,545,076,827","29,474,012,146"
316,제일파마홀딩스,00148443,002620,2022,D,"865,677,012,176","445,884,552,551","-7,547,961,141","-83,860,626,307"
317,TCC스틸,00117300,002710,2022,C,"507,482,316,790","298,677,336,481","43,983,210,872","35,652,981,738"
318,국제약품,00104722,002720,2022,C,"136,592,862,806","62,513,602,796","5,272,527,164","4,745,086,347"
319,삼영무역,00127167,002810,2022,B,"624,208,062,873","112,174,817,744","19,352,102,542","57,476,265,429"
320,한국쉘석유,00158149,002960,2022,C,"172,340,453,951","59,384,706,208","35,071,601,445","36,329,376,659"
321,혜인,00165343,003010,2022,D,"240,522,145,627","132,475,114,237","2,682,218,552","3,028,732,162"
322,코오롱글로벌,00152880,003070,2022,C,"2,834,147,586,184","2,270,737,072,633","166,687,315,258","162,131,408,382"
323,성보화학,00132725,003080,2022,D,"170,785,287,337","33,383,212,096","1,904,947,045","2,530,076,201"
324,대웅,00111810,003090,2022,B+,"2,158,905,107,252","879,409,305,644","207,334,242,877","154,932,220,132"
325,디아이,00118275,003160,2022,D,"274,585,823,020","111,206,586,935","11,153,444,246","15,189,669,527"
326,대원제약,00111999,003220,2022,B,"453,550,065,821","204,784,866,664","43,006,376,510","38,722,020,221"
327,한진중공업홀딩스,00163673,003480,2022,C,"1,995,988,000,000","1,629,209,000,000","37,130,000,000","17,894,000,000"
328,현대약품,00164706,004310,2022,D,"181,159,427,810","94,604,146,368","7,970,050,715","5,669,707,339"
329,세방,00133812,004360,2022,C,"1,280,973,786,600","277,495,007,259","45,146,617,926","65,902,605,150"
330,삼일씨엔에스,00109806,004440,2022,D,"411,440,527,283","140,597,279,518","-6,978,041,314","-8,058,464,687"
331,삼화왕관,00129235,004450,2022,D,"222,783,556,966","103,072,772,485","3,605,485,104","-16,565,360,314"
332,세방전지,00133858,004490,2022,C,"1,676,981,981,164","430,957,932,473","81,090,384,601","70,432,022,975"
333,깨끗한나라,00113492,004540,2022,C,"661,046,979,250","419,699,356,872","3,754,759,313","-2,675,629,050"
334,동일산업,00172936,004890,2022,C,"499,402,713,211","82,125,521,241","22,590,867,293","28,752,143,279"
335,조광페인트,00148920,004910,2022,C,"386,108,212,060","216,375,249,483","-1,615,834,521","-10,204,999,539"
336,코스모신소재,00129989,005070,2022,D,"451,321,116,581","200,117,019,634","32,475,176,321","35,572,341,513"
337,한창,00163716,005110,2022,D,"113,480,993,232","90,132,832,628","9,846,444,821","3,681,179,259"
338,국동,00168331,005320,2022,D,"175,008,166,225","65,952,316,049","17,033,935,517","8,470,363,942"
339,모나미,00121288,005360,2022,D,"218,432,623,722","111,823,225,016","6,277,196,330","3,879,112,788"
340,코스모화학,00160302,005420,2022,D,"807,858,896,061","409,208,860,809","41,427,923,296","36,014,119,114"
341,한국공항,00156691,005430,2022,C,"421,095,042,761","81,818,613,944","2,592,551,465","6,806,481,075"
342,삼진제약,00128412,005500,2022,D,"406,556,944,095","130,692,791,177","23,184,322,386","25,226,251,200"
343,삼영전자공업,00127200,005680,2022,C,"539,337,299,822","17,579,609,175","16,282,037,403","24,450,805,580"
344,파미셀,00145163,005690,2022,D,"112,694,189,040","32,982,274,160","8,873,366,509","5,968,957,598"
345,크라운해태홀딩스,00153126,005740,2022,C,"1,153,770,087,447","635,811,691,855","38,440,307,559","39,811,042,495"
346,풍산홀딩스,00155531,005810,2022,B,"1,142,781,392,226","178,221,821,848","80,160,431,979","88,055,476,053"
347,원림,00143794,005820,2022,D,"169,931,826,485","26,002,568,470","3,400,937,500","7,691,933,502"
348,휴니드테크놀러지스,00111421,005870,2022,D,"304,125,357,471","159,788,538,743","12,661,325,441","13,022,727,799"
349,대한해운,00113535,005880,2022,C,"4,490,260,111,628","2,706,138,104,863","267,671,830,651","184,983,722,550"
350,이수화학,00145552,005950,2022,C,"1,188,076,573,138","782,591,483,389","35,990,535,226","32,909,588,468"
351,동원산업,00118026,006040,2022,C,"7,061,179,537,459","4,152,704,107,718","494,432,749,962","405,754,467,887"
352,삼아알미늄,00126779,006110,2022,C,"288,153,289,588","150,214,354,677","22,571,051,710","21,047,030,875"
353,한국전자홀딩스,00159254,006200,2022,D,"469,100,261,248","123,768,339,272","30,029,847,771","31,896,632,206"
354,대구백화점,00108977,006370,2022,C,"470,347,262,546","238,926,889,458","-16,303,455,665","-18,433,021,662"
355,카프로,00159810,006380,2022,C,"302,205,591,680","275,602,853,303","-122,282,523,566","-177,047,403,644"
356,대한유화,00260383,006650,2022,C,"2,195,832,515,923","333,880,102,156","-214,640,345,650","-204,385,808,134"
357,영풍제지,00141404,006740,2022,D,"203,670,379,646","67,139,875,786","7,804,011,246","10,009,646,618"
358,벽산,00122898,007210,2022,D,"601,820,033,901","299,532,316,523","18,828,034,737","15,539,807,487"
359,한국특강,00124090,007280,2022,D,"549,828,403,701","348,575,828,632","30,699,585,427","32,334,910,921"
360,샘표,00130091,007540,2022,C,"465,919,907,060","138,655,949,073","10,335,490,908","14,191,541,151"
361,국도화학,00104388,007690,2022,D,"1,499,093,658,603","640,905,700,204","96,930,520,486","97,677,168,367"
362,코리아써키트,00152686,007810,2022,D,"1,293,448,547,101","541,835,924,394","99,194,841,606","99,531,662,792"
363,태평양물산,00154329,007980,2022,C,"721,226,342,857","519,858,775,950","68,441,024,827","31,607,745,595"
364,사조동아원,00137252,008040,2022,C,"481,673,723,451","250,702,675,272","15,251,124,105","-2,691,294,414"
365,서흥,00131692,008490,2022,B,"926,418,535,898","456,694,418,262","61,977,343,251","51,945,894,785"
366,율촌화학,00145260,008730,2022,C,"653,136,152,620","319,324,397,285","-4,622,788,865","-5,652,089,074"
367,케이씨티시,00103042,009070,2022,D,"630,078,626,843","371,680,925,896","37,534,026,539","30,673,744,913"
368,SIMPAC,00138260,009160,2022,D,"965,098,438,859","365,415,682,268","118,946,231,131","95,618,433,988"
369,신원,00136864,009270,2022,D,"510,124,893,723","284,616,541,652","33,368,554,911","25,473,676,434"
370,광동제약,00103592,009290,2022,C,"932,023,758,862","384,977,525,142","38,244,441,686","36,290,716,419"
371,참엔지니어링,00153621,009310,2022,C,"739,665,588,573","653,553,594,852","1,308,108,163","2,510,062,719"
372,한올바이오파마,00162586,009420,2022,C,"213,451,232,698","45,194,772,072","1,505,787,596","1,929,429,576"
373,KC그린홀딩스,00159971,009440,2022,D,"792,860,678,470","534,872,842,836","13,566,515,116","-3,555,368,377"
374,모토닉,00151128,009680,2022,B,"464,094,161,172","33,436,780,037","13,782,733,618","28,900,103,260"
375,한국내화,00160205,010040,2022,C,"325,998,841,087","105,655,719,304","10,520,196,988","1,037,986,567"
376,고려아연,00102858,010130,2022,B,"12,097,918,358,974","2,866,186,242,426","919,171,130,822","881,480,750,499"
377,웰바이오텍,00141273,010600,2022,D,"60,207,812,882","22,410,292,079","2,559,154,200","-5,027,218,767"
378,평화홀딩스,00155124,010770,2022,C,"558,370,415,231","435,879,831,455","3,604,505,748","-12,610,658,612"
379,에넥스,00139764,011090,2022,C,"128,080,156,342","83,739,059,135","-23,533,540,970","-22,814,475,314"
380,CJ씨푸드,00129013,011150,2022,B,"143,409,086,635","67,719,807,379","4,135,027,843","6,675,009,145"
381,유니켐,00137207,011330,2022,D,"434,878,230,535","295,710,101,541","3,268,803,035","-2,473,082,608"
382,STX,00138297,011810,2022,C,"741,784,000,000","639,377,000,000","-1,955,000,000","-19,571,000,000"
383,신성이엔지,00136271,011930,2022,D,"577,555,245,278","366,385,474,629","21,021,027,961","47,492,815,899"
384,DB,00163345,012030,2022,B,"414,317,384,772","129,333,891,166","23,608,623,380","11,069,816,097"
385,영흥,00141477,012160,2022,C,"535,684,495,341","337,528,199,498","4,226,983,642","-2,245,507,060"
386,더존비즈온,00172291,012510,2022,D,"832,892,725,864","394,392,969,092","45,533,613,298","31,255,042,674"
387,모나리자,00173102,012690,2022,D,"97,794,376,174","20,179,158,794","2,895,379,738","2,891,923,591"
388,일성건설,00146232,013360,2022,D,"413,301,997,330","292,815,448,269","2,722,459,268","4,847,386,052"
389,디와이,00117179,013570,2022,C,"861,083,032,957","356,698,974,017","32,920,856,088","14,873,303,263"
390,영보화학,00140779,014440,2022,D,"180,449,397,115","22,013,068,492","4,973,486,413","7,495,671,345"
391,극동유화,00105156,014530,2022,D,"353,076,046,774","147,759,136,082","30,590,826,516","26,370,746,670"
392,사조씨푸드,00124780,014710,2022,C,"350,700,454,619","111,544,268,866","13,584,493,320","10,414,123,965"
