회사명,corp_code,stock_code,연도,ESG,자산총계,부채총계,영업이익,법인세차감전 순이익,intangible,ratio,pre_ratio,out_exec,share_holder,정규직 수,비정규직 수,시가총액,매출액,현금흐름,자산총계(t-1),매출액(t-1)
지역난방공사,00159698,071320,2022,A+,7478129879658.0,5811126778301.0,-403893693760.0,-257878151428.0,76916015909.0,,43.0,40.0,64.63,654.0,2.0,374737106627.6423,4173027136426.0,14612768938.0,6517362464357.0,2536798009719.0
롯데하이마트,00158307,071840,2022,A,2464219074235.0,1168922511871.0,-52011444171.0,-557697012049.0,37913714177.0,,,27.77777777777778,65.39,2037.0,60.0,438949897105.69104,3336821000000.0,56516992767.0,2943544893057.0,3869749000000.0
GS,00500254,078930,2022,A,33922242000000.0,17434432000000.0,5005127000000.0,4621024000000.0,2029233.0,11.1,13.17,33.33333333333333,52.46,59.0,10.0,4048334350603.658,28777048000000.0,2735369000000.0,31191287000000.0,20165049000000.0
CJ CGV,00303873,079160,2022,B+,3601468386488.0,3208379045793.0,-76765794985.0,-237643036305.0,167726522496.0,,,33.33333333333333,40.02,3636.0,865.0,938973406307.1138,1281306043785.0,107641702022.0,3785492375609.0,736315366659.0
현대리바트,00300548,079430,2022,A,854159330447.0,415626223927.0,-27895323942.0,-65968450334.0,27029294499.0,,14.9,20.0,41.20,776.0,37.0,246509365058.7805,1495701107465.0,-42667021064.0,863648498521.0,1406599311907.0
LIG넥스원,00503668,079550,2022,A,3012727223129.0,2077548155320.0,179111737872.0,157771953695.0,171498960486.0,26.6,24.9,9.30232558139535,47.05,1892.0,114.0,1789047154471.545,2220751868438.0,456521222995.0,2576847035470.0,1822194315440.0
휴비스,00362238,079980,2022,B+,793759627507.0,412487679943.0,-83009289041.0,-102207246216.0,19816648037.0,,270.14,15.0,51.00,763.0,50.0,223219207317.0732,1021725981973.0,-31402933290.0,843415197265.0,1082571526935.0
휠라홀딩스,00195229,081660,2022,B+,4821801377788.0,2247238042986.0,435072372234.0,453137117071.0,1740937927075.0,27.62,25.55,33.33333333333333,21.65,43.0,6.0,1926104745664.634,4221750126628.0,-138674509037.0,4288856815414.0,3793958639955.0
HSD엔진,00361008,082740,2022,B+,956230294638.0,734604466698.0,-29534217363.0,-38668626357.0,3448288018.0,,,25.0,33.53,764.0,11.0,464941610609.7561,764242847008.0,-21112695156.0,795624726289.0,598999092899.0
대상홀딩스,00539274,084690,2022,B+,4015327448810.0,2460226574943.0,143809242039.0,118845988072.0,234278086130.0,31.1,16.6,16.666666666666664,67.3,44.0,2.0,307534242937.8049,5226659820074.0,-132878777757.0,3626092434065.0,4205969181748.0
현대글로비스,00360595,086280,2022,A,13877784500296.0,6998172212338.0,1798516596130.0,1597421189524.0,104163670448.0,18.0,18.2,11.11111111111111,50.34,2107.0,240.0,6749009146341.464,26981880971123.0,1558795160495.0,12170928242765.0,21779581931003.0
노루페인트,00583442,090350,2022,A,668177302153.0,315503885865.0,26100359244.0,17779741850.0,14113365687.0,48.7,39.0,11.76470588235294,51.91,752.0,16.0,195276422764.22763,753255209887.0,40149582402.0,670646933870.0,730931676422.0
아모레퍼시픽,00583424,090430,2022,A,5801783178159.0,1022508074100.0,214233255761.0,224493769169.0,357750954252.0,34.9,34.9,9.523809523809524,50.19,634.0,279.0,8217923531423.983,4134932512111.0,151023730340.0,6116713932912.0,4863128496699.0
CJ제일제당,00635134,097950,2022,A,30013241845000.0,18484219204000.0,1664708210000.0,1245523117000.0,4658453985.0,14.8,13.1,57.14285714285714,41.81,1497.0,75.0,5862840498524.391,30079513121000.0,1627293112000.0,26855804277000.0,26289227767000.0
LX하우시스,00759513,108670,2022,A,2483729000000.0,1703786000000.0,14940000000.0,-105943000000.0,52745.0,,23.3,10.256410256410255,30.1,1962.0,78.0,418112145658.53656,3611151000000.0,72002000000.0,2547391000000.0,3459792000000.0
코오롱인더,00795135,120110,2022,B+,6003463015992.0,3270361413054.0,242496098882.0,169697570795.0,133372902592.0,22.1,20.9,57.14285714285714,34.77,1373.0,221.0,1510926742057.1138,5367473556072.0,30378522256.0,5601285265899.0,4662050395448.0
한미약품,00828497,128940,2022,B+,1924585730838.0,915359048755.0,158090311455.0,121012526736.0,84586823009.0,7.4,8.9,5.0,41.40,637.0,92.0,3449547597776.423,1331546600126.0,162268943067.0,1936728687294.0,1203185652812.0
이마트,00872984,139480,2022,A,33201721508714.0,19718359591026.0,135651681895.0,1252483876283.0,7760175747920.0,5.21,3.54,57.14285714285714,28.56,23844.0,0.0,3145695521080.081,29332413845888.0,1419573936548.0,31242082400946.0,24932680935679.0
삼양사,00896285,145990,2022,B+,2949649000000.0,1418659000000.0,82016000000.0,97281000000.0,62130.0,18.21,30.53,16.129032258064516,64.14,1238.0,82.0,481176897816.2602,2652439000000.0,84939000000.0,2802047000000.0,2384454000000.0
동아에스티,00956930,170900,2022,A,1157724933604.0,467613930767.0,16672741081.0,17516003132.0,61982966596.0,46.1,65.8,13.79310344827586,24.60,477.0,10.0,524847964715.4472,635392682732.0,32894832588.0,1115985527253.0,593227915741.0
한진칼,00983040,180640,2022,A,3915077621174.0,1339020434490.0,14487192387.0,438303692552.0,5873927521.0,1.7,,66.66666666666666,20.93,26.0,1.0,3461965600622.764,200336082220.0,-3563195478.0,3754742183026.0,148424841934.0
종근당,00992871,185750,2022,B+,1124882797791.0,503593995766.0,109906061531.0,97165066944.0,26953013798.0,13.7,26.3,4.651162790697675,37.88,736.0,35.0,1077115469786.1788,1488344728646.0,67734467554.0,1046700072179.0,1343559362914.0
코스맥스,01009789,192820,2022,B,1396450504662.0,952203952001.0,53100853848.0,6169680858.0,49587207042.0,,18.2,2.2222222222222223,26.12,1177.0,17.0,775955780362.6017,1600125770194.0,102531468485.0,1411928775762.0,1591487621503.0
해성디에스,01032413,195870,2022,B+,659613821545.0,212318527504.0,204416060360.0,205309781207.0,20087994898.0,9.6,14.31,42.85714285714285,36.19,1024.0,329.0,903114634146.3414,839357973218.0,196854231788.0,474947833310.0,655373012865.0
서연이화,01036446,200880,2022,B+,1930332276171.0,1173445901645.0,150682128141.0,116258303926.0,10751093937.0,7.3,15.4,50.0,57.06,893.0,3.0,209830765910.0,2845253369954.0,217709933721.0,1790525413469.0,2180065898757.0
삼성바이오로직스,00877059,207940,2022,A,16582050258486.0,7597575863329.0,983627394377.0,1009024573715.0,5961306684591.0,,,57.14285714285714,75.04,2767.0,824.0,57458104528455.28,3001295197683.0,953047810086.0,7970010786863.0,1568006928039.0
SK디앤디,00508344,210980,2022,A,2191576214447.0,1494509955164.0,64346246785.0,113722926342.0,17846266986.0,25.83,14.85,22.22222222222222,34.09,245.0,14.0,583064599883.7399,563436566175.0,-38279586108.0,1983430768039.0,881836637140.0
한솔제지,01060744,213500,2022,B+,2210015517155.0,1467471503690.0,130225532966.0,95828130869.0,43998624403.0,22.5,104.3,12.0,30.56,129.0,64.0,330121729144.71545,2457952593665.0,-62820730270.0,1887832972302.0,1834223977012.0
이노션,00565154,214320,2022,B+,2290142554591.0,1416175662135.0,136891845495.0,142921691148.0,318252405553.0,60.9,54.6,11.11111111111111,28.70,780.0,40.0,924540650406.504,1750407624440.0,149151464044.0,2201583495389.0,1502034400962.0
일동제약,01168383,249420,2022,B,655810213933.0,457585976912.0,-73481142189.0,-119823395577.0,47120727875.0,,,6.666666666666667,46.01,1420.0,31.0,1050477475329.2684,637714489814.0,-53540653967.0,708970362605.0,560131626305.0
경동도시가스,01208885,267290,2022,B,1067615033035.0,672626336234.0,25271267744.0,31034292001.0,8240661739.0,21.31,23.3,11.11111111111111,51.99,262.0,33.0,138899120469.10568,2304945009655.0,52602626183.0,904491765792.0,1457154328305.0
오리온,01238169,271560,2022,A,3371683914220.0,732455081520.0,466654503027.0,486728116441.0,31155473026.0,9.6,11.5,60.0,43.81,1352.0,16.0,3974618779074.797,2873246771346.0,546192637197.0,3120428660902.0,2355499705531.0
한화시스템,00339391,272210,2022,A,3945627700263.0,1926675685540.0,24022201122.0,-57019441190.0,557833976011.0,-57.89,30.57,8.771929824561402,59.56,589.0,280.0,2675244461589.2275,2188002345349.0,268585088688.0,3894302649982.0,2089503039125.0
BGF리테일,01263022,282330,2022,A,2946235271626.0,1983607627851.0,252407573570.0,254068774008.0,37698599585.0,35.6,35.1,71.42857142857143,55.01,667.0,511.0,3067296106865.853,7615769467741.0,630424675866.0,2596378756682.0,6781161259022.0
SK케미칼,01267170,285130,2022,A+,3945682879744.0,1236777050588.0,230480673367.0,236700717561.0,51777238900.0,15.1,35.0,11.428571428571429,36.57,1611.0,176.0,1929069272162.195,1829191322924.0,-58255118545.0,3955632394256.0,2089631876416.0
롯데정보통신,01262032,286940,2022,A,871931521611.0,417980301556.0,34251438232.0,36254944453.0,109882106599.0,37.29,30.56,12.0,64.97,1810.0,116.0,457943837847.3577,1047704877833.0,14449252134.0,750130637554.0,929998711140.0
효성화학,01316236,298000,2022,A,3131118899043.0,3016501814422.0,-336727239866.0,-448250891421.0,32207264388.0,,,6.896551724137931,43.85,306.0,168.0,629745137191.0569,2878558180595.0,-134763959367.0,3044049458130.0,2519965285042.0
효성티앤씨,01316227,298020,2022,A,4319879312472.0,2804355654281.0,123593507716.0,30658603776.0,23910605435.0,372.33,28.01,5.769230769230769,43.96,1618.0,146.0,1623628418638.2114,8882729665188.0,293383061248.0,4526469189093.0,8596030165373.0
효성중공업,01316245,298040,2022,A,4693470608273.0,3590259543651.0,143248629974.0,59841661132.0,145106118259.0,,,7.272727272727272,54.19,1719.0,568.0,579293230200.0,3510143917637.0,-67110735046.0,4022701434672.0,3094698644786.0
효성첨단소재,01316254,298050,2022,A,2934713477994.0,2135155968289.0,315070313327.0,213162004331.0,32738347245.0,53.47,17.82,6.8181818181818175,44.44,845.0,106.0,1896647903780.488,3841372825700.0,350446363720.0,2908681837826.0,3597777100369.0
현대오토에버,00362441,307950,2022,B+,2619436326622.0,1129055501093.0,142362193871.0,154786545251.0,566426660957.0,27.5,27.5,15.384615384615383,76.17,1965.0,45.0,3283475594452.0327,2754508002996.0,201278094628.0,2346122844458.0,2070382112277.0
하림지주,00148364,003380,2022,C,13268988298801.0,8209604806659.0,941306774707.0,616005224415.0,367792566931.0,4.6,2.5,23.52941176470588,51.50,65.0,0.0,945127626457.561,13775295981364.0,1244815935240.0,11618242216061.0,10619103875695.0
CJ ENM,00265324,035760,2022,B+,10332246645583.0,5987918870682.0,137375904912.0,-327580418493.0,2768359639821.0,,22.5,57.14285714285714,48.17,3440.0,26.0,2320701750646.3413,4792237788876.0,1650761469423.0,7940624818521.0,3552396542302.0
케이티알파,00260958,036030,2022,B+,407835297144.0,176685884361.0,15223887429.0,9894682747.0,37913714177.0,,,33.33333333333333,73.11,493.0,87.0,297943585912.3171,469574000000.0,50130517895.0,391552507240.0,423664000000.0
현대에버다임,00228536,041440,2022,A,292346827519.0,113418150237.0,15696393563.0,15686285793.0,519992605.0,,,50.0,46.68,539.0,34.0,132953783449.7561,374439995976.0,-16888437441.0,247254689081.0,317864136385.0
CJ프레시웨이,00127954,051500,2022,A,1484726893096.0,1080671194761.0,97840086516.0,68875818033.0,74798524706.0,8.5,13.4,25.0,58.68,1087.0,310.0,422891470314.22766,2747691651727.0,123607557105.0,1216483927069.0,2291433979355.0
현대바이오랜드,00347062,052260,2022,A,176097325723.0,46810705161.0,9054708903.0,6844226328.0,11996913954.0,22.0,-9.0,23.07692307692308,35.00,324.0,6.0,221399390243.90244,99153525127.0,11311989950.0,172744144498.0,102801832230.0
에스티팜,00871833,237690,2022,B+,578679154922.0,229549274594.0,17851415161.0,19237033364.0,12478987051.0,54.0,284.0,20.0,47.75,1190.0,88.0,1786485379674.7966,249321677973.0,7030980847.0,498565213550.0,165641947051.0
삼양홀딩스,00126937,000070,2022,B+,4547781000000.0,2024270000000.0,132324000000.0,126664000000.0,121548.0,38.0,10.0,22.22222222222222,41.54,497.0,38.0,653217141353.6586,3316778000000.0,95654000000.0,4460589000000.0,3107313000000.0
하이트진로,00150244,000080,2022,B,3333438311387.0,2172409936540.0,190571249139.0,121380678145.0,144117918160.0,76.26,77.9,7.5,53.81,537.0,137.0,2194469284350.813,2497554821448.0,-74014170105.0,3631051439683.0,2202903850371.0
유한양행,00145109,000100,2022,B+,2472728072149.0,464921702703.0,36028967211.0,94926373488.0,137561120430.0,30.1,26.3,16.666666666666664,15.74,468.0,43.0,4226614594561.7886,1775846942745.0,99528971405.0,2463811804950.0,1687810317744.0
하이트진로홀딩스,00148993,000140,2022,B,3945000964667.0,2779584712819.0,202502517207.0,110076574030.0,710032571237.0,36.3,30.2,42.85714285714285,65.9,14.0,0.0,277328388665.44714,2484277054372.0,-89506146015.0,4236298193122.0,2192007504681.0
삼화페인트공업,00129387,000390,2022,B,587186274133.0,287461316451.0,19854394322.0,10671560929.0,6890695463.0,105.3,,28.57142857142857,28.99,815.0,46.0,212810747489.26828,646039531651.0,32223297727.0,612097736166.0,631605900694.0
대동,00109286,000490,2022,D,1713773205581.0,1241782449283.0,88279120517.0,57555933360.0,17545008358.0,6.0,4.8,30.0,27.72,925.0,412.0,296136649447.1545,1463737929724.0,-80971466184.0,1260639075992.0,1179193321819.0
가온전선,00104768,000500,2022,B,752332445010.0,449261889191.0,28462568691.0,13296874869.0,2168596433.0,1.48,28.2,27.27272727272727,46.56,426.0,22.0,97891657252.03252,1416454404337.0,25464636189.0,658966428816.0,1070383204799.0
유수홀딩스,00163691,000700,2022,B+,524926064872.0,79255169817.0,29646246718.0,43546308479.0,8595441603.0,33.7,39.5,37.5,55.85,22.0,0.0,161965250096.58536,557607368527.0,48618646978.0,501707092204.0,503704317701.0
동국제강,00114792,001230,2022,B,6451247796882.0,3164636526811.0,743493091943.0,547679373077.0,49586902932.0,11.1,6.8,14.285714285714285,26.27,121.0,39.0,1398749091573.9836,8511126283083.0,692878221866.0,6334110919060.0,7240296531105.0
GS글로벌,00138190,001250,2022,B+,1419412958453.0,1012698524738.0,70467603982.0,61122260907.0,4951972402.0,,,23.07692307692308,50.82,243.0,9.0,249577405292.52032,5070923117354.0,204842866240.0,1442681820909.0,3849040520289.0
종근당홀딩스,00149354,001630,2022,B+,1376372969554.0,577829023460.0,-32878294931.0,-24708272309.0,29388273455.0,-30.3,43.3,10.0,46.02,39.0,2.0,310385327296.3415,908962764139.0,-46501658051.0,1367635164913.0,925975076416.0
DL건설,00128971,001880,2022,A,1746816807975.0,748120988544.0,81072831792.0,84339671528.0,37913714177.0,9.95,9.42,3.8461538461538463,66.35,993.0,909.0,479421361135.77234,1962419000000.0,27723899537.0,1669601207042.0,2010344000000.0
아세아,00138701,002030,2022,B+,3182375948080.0,1317598873795.0,232577852131.0,210386129580.0,486402465827.0,8.0,5.28,14.285714285714285,42.97,13.0,0.0,289108288780.4878,2072300589648.0,207845153008.0,3115270385402.0,1846503739538.0
도화엔지니어링,00114552,002150,2022,C,522590275567.0,255273456899.0,11939896822.0,2914383294.0,6411958289.0,590.81,62.1,37.5,47.23,280.0,550.0,297762678048.7805,555824251958.0,22957634557.0,500216803197.0,577392660234.0
고려제강,00103006,002240,2022,D,2532768398255.0,805246239566.0,133503465388.0,112085847739.0,15596283849.0,9.0,5.0,21.052631578947366,67.76,749.0,56.0,495729471544.71545,2072550223138.0,108670885850.0,2474272367565.0,1691354877090.0
넥센타이어,00173874,002350,2022,B+,3944336739608.0,2348104911877.0,-54253533449.0,-40312984401.0,27695564714.0,,224.4,8.333333333333332,66.95,126.0,88.0,649542995155.7317,2597424486492.0,-99406724771.0,3823413438265.0,2079407029590.0
케이씨씨,00105271,002380,2022,A,13118486307658.0,7567347802320.0,467661528938.0,111953952629.0,424374027019.0,173.74,-117.1,62.5,39.51,1667.0,178.0,2664767274359.756,6774793651227.0,384566370763.0,12878863208936.0,5874899292339.0
SUN&L,00132211,002820,2022,C,524434319704.0,373988182288.0,-17708726754.0,-17208554984.0,14917744518.0,,-2.8,10.0,46.40,500.0,20.0,57388644564.69512,506691214360.0,-7752483802.0,566176956589.0,465318349964.0
세아제강지주,00124197,003030,2022,B,3572067658664.0,1591270344983.0,567163868807.0,531476493894.0,12009666823.0,3.3,4.0,16.666666666666664,64.88,34.0,2.0,587510881454.0651,3953834150660.0,398956817619.0,2898999027652.0,2841722127579.0
일신방직,00146269,003200,2022,D,1176745986062.0,272298156963.0,-16000918451.0,161202685885.0,4020135305.0,10.0,10.5,7.6923076923076925,50.29,519.0,51.0,260120975609.7561,593058768403.0,-13467116901.0,1044004955919.0,601028587672.0
태광산업,00153393,003240,2022,D,4910005420529.0,702185269043.0,-122074282364.0,-45552759314.0,25133043395.0,0.43,0.47,15.789473684210526,54.53,2380.0,106.0,1001897063414.6342,2703851289364.0,-146338268320.0,4922461632309.0,2591846249993.0
한일홀딩스,00162993,003300,2022,C,3268041346024.0,1220879131264.0,132506014100.0,127641079488.0,573817724283.0,27.54,35.23,12.5,68.74,25.0,1.0,356791419156.09753,1965611730065.0,225994488.0,3263832353401.0,1650343192777.0
영진약품,00141149,003520,2022,B+,203082817375.0,113212626317.0,-7363158868.0,-22812771530.0,37913714177.0,,,23.07692307692308,52.45,592.0,18.0,714805756991.6666,218380987421.0,-11609700247.0,194095213047.0,196067241848.0
대한화섬,00113544,003830,2022,C,836764531649.0,122779864954.0,6382961691.0,23763677403.0,37913714177.0,2.5,3.5,37.5,61.72,161.0,9.0,154688247154.47156,150864000000.0,2435039179.0,907819641961.0,117347000000.0
남양유업,00107598,003920,2022,C,902259070497.0,164307809198.0,-86806775040.0,-97220020759.0,10493014620.0,-1.0,-1.4,16.666666666666664,53.08,1984.0,125.0,284555121951.2195,964660006375.0,-57634373128.0,937403118931.0,956084029872.0
사조대림,00109718,003960,2022,C,1168252667285.0,564420178134.0,97652234741.0,85136003481.0,21273517450.0,3.6,3.5,18.75,48.30,808.0,48.0,247880205384.5529,2018752698679.0,61221766850.0,1135725586377.0,1813694742925.0
한국석유공업,00157991,004090,2022,B,347065524190.0,183328538761.0,17997729590.0,13889493769.0,9991881527.0,12.2,12.0,9.090909090909092,49.89,205.0,0.0,172930035879.6748,747935988449.0,29765967794.0,342126722607.0,628912392131.0
농심,00108241,004370,2022,C,3034718535547.0,719378356883.0,112172856716.0,158840599107.0,46791019682.0,24.9,23.17,10.0,45.49,5198.0,123.0,1844054299666.6667,3129065208087.0,159650440148.0,2899907793800.0,2662982988213.0
삼익THK,00127802,004380,2022,C,444027583867.0,233318683388.0,20638429209.0,19693674216.0,37913714177.0,37.3,52.6,30.0,65.04,752.0,5.0,271595731707.31708,339133931324.0,-13043194505.0,378200330373.0,310484619649.0
서울식품공업,00130879,004410,2022,D,70853362024.0,42534581355.0,1310279754.0,841772580.0,37913714177.0,,,22.22222222222222,15.81,197.0,20.0,99558326250.80894,64349405690.0,302917496.0,72278883781.0,55297650655.0
삼천리,00128555,004690,2022,C,5021952466150.0,3482673623260.0,91236419550.0,93637749746.0,25889906646.0,20.9,17.3,6.0606060606060606,39.19,835.0,12.0,787769377073.1708,5789104871674.0,368129321916.0,4245308851227.0,3769310896074.0
DRB동일,00118266,004840,2022,C,945238494728.0,465469810224.0,12110321241.0,9110890625.0,4690956613.0,50.23,-14.25,25.0,69.75,281.0,7.0,95635644308.94308,661814016477.0,-11637695108.0,831956562409.0,551337199988.0
성신양회,00132804,004980,2022,C,1187583002030.0,791369380223.0,1833600738.0,-26120978097.0,19226059781.0,-18.86,76.92,13.043478260869565,33.94,579.0,8.0,281477405455.0,1030414329947.0,30261868026.0,1121595052711.0,833543563842.0
SGC에너지,00125150,005090,2022,B+,3054362176494.0,2187874937878.0,209400218379.0,198427676801.0,11718011638.0,21.7,36.1,28.57142857142857,56.87,196.0,6.0,600614624867.4796,2823334065836.0,345698031549.0,2591549830557.0,1898386809603.0
녹십자홀딩스,00108135,005250,2022,B+,3592060734923.0,1625017215651.0,71159596357.0,29629471910.0,666154526528.0,41.5,32.9,7.6923076923076925,50.68,160.0,3.0,954003562451.2196,2079559970740.0,97156791412.0,3496833926967.0,1840558602978.0
SPC삼립,00125530,005610,2022,B,1295399585606.0,906290707171.0,89513471496.0,70782876250.0,19233493986.0,25.9,22.2,20.0,73.57,1859.0,110.0,683035170531.3008,3314547280509.0,47760261979.0,1222983111086.0,2946653786654.0
