회사명,corp_code,stock_code,연도,ESG,재무제표,부채총계,영업이익,법인세차감전 순이익,intangible,ratio,pre_ratio,out_exec,share_holder,정규직 수,비정규직 수,시가총액,매출액,현금흐름
아모레퍼시픽,00583424,090430,2022,A,"5,801,783,178,159","1,022,508,074,100","214,233,255,761","224,493,769,169",357750954252.0,34.9,34.9,9.523809523809524,50.19,634.0,279.0,8217923531423.983,4134932512111,151023730340.0
CJ제일제당,00635134,097950,2022,A,"30,013,241,845,000","18,484,219,204,000","1,664,708,210,000","1,245,523,117,000",4658453985.0,14.8,13.1,57.14285714285714,41.81,1497.0,75.0,5862840498524.391,30079513121000,1627293112000.0
LX하우시스,00759513,108670,2022,A,"2,483,729,000,000","1,703,786,000,000","14,940,000,000","-105,943,000,000",52745.0,,23.3,10.256410256410255,30.1,1962.0,78.0,418112145658.53656,3611151000000,72002000000.0
코오롱인더,00795135,120110,2022,B+,"6,003,463,015,992","3,270,361,413,054","242,496,098,882","169,697,570,795",133372902592.0,22.1,20.9,57.14285714285714,34.77,1373.0,221.0,1510926742057.1138,5367473556072,30378522256.0
한미약품,00828497,128940,2022,B+,"1,924,585,730,838","915,359,048,755","158,090,311,455","121,012,526,736",84586823009.0,7.4,8.9,5.0,41.40,637.0,92.0,3449547597776.423,1331546600126,162268943067.0
이마트,00872984,139480,2022,A,"33,201,721,508,714","19,718,359,591,026","135,651,681,895","1,252,483,876,283",7760175747920.0,5.21,3.54,57.14285714285714,28.56,23844.0,0.0,3145695521080.081,29332413845888,1419573936548
삼양사,00896285,145990,2022,B+,"2,949,649,000,000","1,418,659,000,000","82,016,000,000","97,281,000,000",62130.0,18.21,30.53,16.129032258064516,64.14,1238.0,82.0,481176897816.2602,2652439000000,84939000000.0
동아에스티,00956930,170900,2022,A,"1,157,724,933,604","467,613,930,767","16,672,741,081","17,516,003,132",61982966596.0,46.1,65.8,13.79310344827586,24.60,477.0,10.0,524847964715.4472,635392682732,32894832588.0
한진칼,00983040,180640,2022,A,"3,915,077,621,174","1,339,020,434,490","14,487,192,387","438,303,692,552",5873927521.0,1.7,,66.66666666666666,20.93,26.0,1.0,3461965600622.764,200336082220,-3563195478.0
종근당,00992871,185750,2022,B+,"1,124,882,797,791","503,593,995,766","109,906,061,531","97,165,066,944",26953013798.0,13.7,26.3,4.651162790697675,37.88,736.0,35.0,1077115469786.1788,1488344728646,67734467554.0
코스맥스,01009789,192820,2022,B,"1,396,450,504,662","952,203,952,001","53,100,853,848","6,169,680,858",49587207042.0,,18.2,2.2222222222222223,26.12,1177.0,17.0,775955780362.6017,1600125770194,102531468485.0
해성디에스,01032413,195870,2022,B+,"659,613,821,545","212,318,527,504","204,416,060,360","205,309,781,207",20087994898.0,9.6,14.31,42.85714285714285,36.19,1024.0,329.0,903114634146.3414,839357973218,196854231788.0
서연이화,01036446,200880,2022,B+,"1,930,332,276,171","1,173,445,901,645","150,682,128,141","116,258,303,926",10751093937.0,7.3,15.4,50.0,57.06,893.0,3.0,209830765910.0,2845253369954,217709933721.0
삼성바이오로직스,00877059,207940,2022,A,"16,582,050,258,486","7,597,575,863,329","983,627,394,377","1,009,024,573,715",5961306684591.0,,,57.14285714285714,75.04,2767.0,824.0,57458104528455.28,3001295197683,953047810086.0
SK디앤디,00508344,210980,2022,A,"2,191,576,214,447","1,494,509,955,164","64,346,246,785","113,722,926,342",17846266986.0,25.83,14.85,22.22222222222222,34.09,245.0,14.0,583064599883.7399,563436566175,-38279586108.0
한솔제지,01060744,213500,2022,B+,"2,210,015,517,155","1,467,471,503,690","130,225,532,966","95,828,130,869",43998624403.0,22.5,104.3,12.0,30.56,129.0,64.0,330121729144.71545,2457952593665,-62820730270.0
이노션,00565154,214320,2022,B+,"2,290,142,554,591","1,416,175,662,135","136,891,845,495","142,921,691,148",318252405553.0,60.9,54.6,11.11111111111111,28.70,780.0,40.0,924540650406.504,1750407624440,149151464044.0
일동제약,01168383,249420,2022,B,"655,810,213,933","457,585,976,912","-73,481,142,189","-119,823,395,577",47120727875.0,,,6.666666666666667,46.01,1420.0,31.0,1050477475329.2684,637714489814,-53540653967.0
경동도시가스,01208885,267290,2022,B,"1,067,615,033,035","672,626,336,234","25,271,267,744","31,034,292,001",8240661739.0,21.31,23.3,11.11111111111111,51.99,262.0,33.0,138899120469.10568,2304945009655,52602626183.0
오리온,01238169,271560,2022,A,"3,371,683,914,220","732,455,081,520","466,654,503,027","486,728,116,441",31155473026.0,9.6,11.5,60.0,43.81,1352.0,16.0,3974618779074.797,2873246771346,546192637197.0
한화시스템,00339391,272210,2022,A,"3,945,627,700,263","1,926,675,685,540","24,022,201,122","-57,019,441,190",557833976011.0,-57.89,30.57,8.771929824561402,59.56,589.0,280.0,2675244461589.2275,2188002345349,268585088688.0
BGF리테일,01263022,282330,2022,A,"2,946,235,271,626","1,983,607,627,851","252,407,573,570","254,068,774,008",37698599585.0,35.6,35.1,71.42857142857143,55.01,667.0,511.0,3067296106865.853,7615769467741,630424675866.0
SK케미칼,01267170,285130,2022,A+,"3,945,682,879,744","1,236,777,050,588","230,480,673,367","236,700,717,561",51777238900.0,15.1,35.0,11.428571428571429,36.57,1611.0,176.0,1929069272162.195,1829191322924,(58255118545)
롯데정보통신,01262032,286940,2022,A,"871,931,521,611","417,980,301,556","34,251,438,232","36,254,944,453",109882106599.0,37.29,30.56,12.0,64.97,1810.0,116.0,457943837847.3577,1047704877833,14449252134.0
효성화학,01316236,298000,2022,A,"3,131,118,899,043","3,016,501,814,422","-336,727,239,866","-448,250,891,421",32207264388.0,,,6.896551724137931,43.85,306.0,168.0,629745137191.0569,2878558180595,-134763959367.0
효성티앤씨,01316227,298020,2022,A,"4,319,879,312,472","2,804,355,654,281","123,593,507,716","30,658,603,776",23910605435.0,372.33,28.01,5.769230769230769,43.96,1618.0,146.0,1623628418638.2114,8882729665188,293383061248.0
효성중공업,01316245,298040,2022,A,"4,693,470,608,273","3,590,259,543,651","143,248,629,974","59,841,661,132",145106118259.0,,,7.272727272727272,54.19,1719.0,568.0,579293230200.0,3510143917637,-67110735046.0
효성첨단소재,01316254,298050,2022,A,"2,934,713,477,994","2,135,155,968,289","315,070,313,327","213,162,004,331",32738347245.0,53.47,17.82,6.8181818181818175,44.44,845.0,106.0,1896647903780.488,3841372825700,350446363720.0
현대오토에버,00362441,307950,2022,B+,"2,619,436,326,622","1,129,055,501,093","142,362,193,871","154,786,545,251",566426660957.0,27.5,27.5,15.384615384615383,76.17,1965.0,45.0,3283475594452.0327,2754508002996,201278094628.0
하림지주,00148364,003380,2022,C,"13,268,988,298,801","8,209,604,806,659","941,306,774,707","616,005,224,415",367792566931.0,4.6,2.5,23.52941176470588,51.50,65.0,0.0,945127626457.561,13775295981364,1244815935240.0
CJ ENM,00265324,035760,2022,B+,"10,332,246,645,583","5,987,918,870,682","137,375,904,912","-327,580,418,493",2768359639821.0,,22.5,57.14285714285714,48.17,3440.0,26.0,2320701750646.3413,4792237788876,1650761469423.0
케이티알파,00260958,036030,2022,B+,"407,835,297,144","176,685,884,361","15,223,887,429","9,894,682,747",37913714177.0,,,33.33333333333333,73.11,493.0,87.0,297943585912.3171,"469,574000000","50,130,517,895"
현대에버다임,00228536,041440,2022,A,"292,346,827,519","113,418,150,237","15,696,393,563","15,686,285,793",519992605.0,,,50.0,46.68,539.0,34.0,132953783449.7561,374439995976,-16888437441.0
CJ프레시웨이,00127954,051500,2022,A,"1,484,726,893,096","1,080,671,194,761","97,840,086,516","68,875,818,033",74798524706.0,8.5,13.4,25.0,58.68,1087.0,310.0,422891470314.22766,2747691651727,123607557105.0
현대바이오랜드,00347062,052260,2022,A,"176,097,325,723","46,810,705,161","9,054,708,903","6,844,226,328",11996913954.0,22.0,-9.0,23.07692307692308,35.00,324.0,6.0,221399390243.90244,99153525127,11311989950.0
에스티팜,00871833,237690,2022,B+,"578,679,154,922","229,549,274,594","17,851,415,161","19,237,033,364",12478987051.0,54.0,284.0,20.0,47.75,1190.0,88.0,1786485379674.7966,249321677973,7030980847.0
삼양홀딩스,00126937,000070,2022,B+,"4,547,781,000,000","2,024,270,000,000","132,324,000,000","126,664,000,000",121548.0,38.0,10.0,22.22222222222222,41.54,497.0,38.0,653217141353.6586,3316778000000,95654000000.0
하이트진로,00150244,000080,2022,B,"3,333,438,311,387","2,172,409,936,540","190,571,249,139","121,380,678,145",144117918160.0,76.26,77.9,7.5,53.81,537.0,137.0,2194469284350.813,2497554821448,-74014170105.0
유한양행,00145109,000100,2022,B+,"2,472,728,072,149","464,921,702,703","36,028,967,211","94,926,373,488",137561120430.0,30.1,26.3,16.666666666666664,15.74,468.0,43.0,4226614594561.7886,1775846942745,99528971405.0
하이트진로홀딩스,00148993,000140,2022,B,"3,945,000,964,667","2,779,584,712,819","202,502,517,207","110,076,574,030",710032571237.0,36.3,30.2,42.85714285714285,65.9,14.0,0.0,277328388665.44714,2484277054372,-89506146015.0
삼화페인트공업,00129387,000390,2022,B,"587,186,274,133","287,461,316,451","19,854,394,322","10,671,560,929",6890695463.0,105.3,,28.57142857142857,28.99,815.0,46.0,212810747489.26828,646039531651,32223297727.0
대동,00109286,000490,2022,D,"1,713,773,205,581","1,241,782,449,283","88,279,120,517","57,555,933,360",17545008358.0,6.0,4.8,30.0,27.72,925.0,412.0,296136649447.1545,1463737929724,-80971466184.0
가온전선,00104768,000500,2022,B,"752,332,445,010","449,261,889,191","28,462,568,691","13,296,874,869",2168596433.0,1.48,28.2,27.27272727272727,46.56,426.0,22.0,97891657252.03252,1416454404337,25464636189.0
유수홀딩스,00163691,000700,2022,B+,"524,926,064,872","79,255,169,817","29,646,246,718","43,546,308,479",8595441603.0,33.7,39.5,37.5,55.85,22.0,0.0,161965250096.58536,557607368527,48618646978.0
동국제강,00114792,001230,2022,B,"6,451,247,796,882","3,164,636,526,811","743,493,091,943","547,679,373,077",49586902932.0,11.1,6.8,14.285714285714285,26.27,121.0,39.0,1398749091573.9836,8511126283083,692878221866.0
GS글로벌,00138190,001250,2022,B+,"1,419,412,958,453","1,012,698,524,738","70,467,603,982","61,122,260,907",4951972402.0,,,23.07692307692308,50.82,243.0,9.0,249577405292.52032,5070923117354,204842866240.0
종근당홀딩스,00149354,001630,2022,B+,"1,376,372,969,554","577,829,023,460","-32,878,294,931","-24,708,272,309",29388273455.0,-30.3,43.3,10.0,46.02,39.0,2.0,310385327296.3415,908962764139,-46501658051.0
DL건설,00128971,001880,2022,A,"1,746,816,807,975","748,120,988,544","81,072,831,792","84,339,671,528",37913714177.0,9.95,9.42,3.8461538461538463,66.35,993.0,909.0,479421361135.77234,"1,962,419000000","27,723,899,537"
아세아,00138701,002030,2022,B+,"3,182,375,948,080","1,317,598,873,795","232,577,852,131","210,386,129,580",486402465827.0,8.0,5.28,14.285714285714285,42.97,13.0,0.0,289108288780.4878,2072300589648,207845153008.0
도화엔지니어링,00114552,002150,2022,C,"522,590,275,567","255,273,456,899","11,939,896,822","2,914,383,294",6411958289.0,590.81,62.1,37.5,47.23,280.0,550.0,297762678048.7805,555824251958,22957634557.0
고려제강,00103006,002240,2022,D,"2,532,768,398,255","805,246,239,566","133,503,465,388","112,085,847,739",15596283849.0,9.0,5.0,21.052631578947366,67.76,749.0,56.0,495729471544.71545,2072550223138,108670885850.0
넥센타이어,00173874,002350,2022,B+,"3,944,336,739,608","2,348,104,911,877","-54,253,533,449","-40,312,984,401",27695564714.0,,224.4,8.333333333333332,66.95,126.0,88.0,649542995155.7317,2597424486492,-99406724771.0
케이씨씨,00105271,002380,2022,A,"13,118,486,307,658","7,567,347,802,320","467,661,528,938","111,953,952,629",424374027019.0,173.74,-117.1,62.5,39.51,1667.0,178.0,2664767274359.756,6774793651227,384566370763.0
SUN&L,00132211,002820,2022,C,"524,434,319,704","373,988,182,288","-17,708,726,754","-17,208,554,984",14917744518.0,,-2.8,10.0,46.40,500.0,20.0,57388644564.69512,506691214360,-7752483802.0
세아제강지주,00124197,003030,2022,B,"3,572,067,658,664","1,591,270,344,983","567,163,868,807","531,476,493,894",12009666823.0,3.3,4.0,16.666666666666664,64.88,34.0,2.0,587510881454.0651,3953834150660,398956817619.0
일신방직,00146269,003200,2022,D,"1,176,745,986,062","272,298,156,963","-16,000,918,451","161,202,685,885",4020135305.0,10.0,10.5,7.6923076923076925,50.29,519.0,51.0,260120975609.7561,593058768403,-13467116901.0
태광산업,00153393,003240,2022,D,"4,910,005,420,529","702,185,269,043","-122,074,282,364","-45,552,759,314",25133043395.0,0.43,0.47,15.789473684210526,54.53,2380.0,106.0,1001897063414.6342,2703851289364,-146338268320.0
한일홀딩스,00162993,003300,2022,C,"3,268,041,346,024","1,220,879,131,264","132,506,014,100","127,641,079,488",573817724283.0,27.54,35.23,12.5,68.74,25.0,1.0,356791419156.09753,1965611730065,225994488.0
영진약품,00141149,003520,2022,B+,"203,082,817,375","113,212,626,317","-7,363,158,868","-22,812,771,530",37913714177.0,,,23.07692307692308,52.45,592.0,18.0,714805756991.6666,"218,380,987,421","(11,609,700,247)"
대한화섬,00113544,003830,2022,C,"836,764,531,649","122,779,864,954","6,382,961,691","23,763,677,403",37913714177.0,2.5,3.5,37.5,61.72,161.0,9.0,154688247154.47156,"150,864000000","2,435,039,179"
남양유업,00107598,003920,2022,C,"902,259,070,497","164,307,809,198","-86,806,775,040","-97,220,020,759",10493014620.0,-1.0,-1.4,16.666666666666664,53.08,1984.0,125.0,284555121951.2195,964660006375,-57634373128.0
사조대림,00109718,003960,2022,C,"1,168,252,667,285","564,420,178,134","97,652,234,741","85,136,003,481",21273517450.0,3.6,3.5,18.75,48.30,808.0,48.0,247880205384.5529,2018752698679,61221766850.0
한국석유공업,00157991,004090,2022,B,"347,065,524,190","183,328,538,761","17,997,729,590","13,889,493,769",9991881527.0,12.2,12.0,9.090909090909092,49.89,205.0,0.0,172930035879.6748,747935988449,29765967794.0
농심,00108241,004370,2022,C,"3,034,718,535,547","719,378,356,883","112,172,856,716","158,840,599,107",46791019682.0,24.9,23.17,10.0,45.49,5198.0,123.0,1844054299666.6667,3129065208087,159650440148.0
삼익THK,00127802,004380,2022,C,"444,027,583,867","233,318,683,388","20,638,429,209","19,693,674,216",37913714177.0,37.3,52.6,30.0,65.04,752.0,5.0,271595731707.31708,339133931324,-13043194505.0
서울식품공업,00130879,004410,2022,D,"70,853,362,024","42,534,581,355","1,310,279,754","841,772,580",37913714177.0,,,22.22222222222222,15.81,197.0,20.0,99558326250.80894,"64,349,405,690","302,917,496"
삼천리,00128555,004690,2022,C,"5,021,952,466,150","3,482,673,623,260","91,236,419,550","93,637,749,746",25889906646.0,20.9,17.3,6.0606060606060606,39.19,835.0,12.0,787769377073.1708,5789104871674,368129321916.0
DRB동일,00118266,004840,2022,C,"945,238,494,728","465,469,810,224","12,110,321,241","9,110,890,625",4690956613.0,50.23,-14.25,25.0,69.75,281.0,7.0,95635644308.94308,661814016477,-11637695108.0
성신양회,00132804,004980,2022,C,"1,187,583,002,030","791,369,380,223","1,833,600,738","-26,120,978,097",19226059781.0,-18.86,76.92,13.043478260869565,33.94,579.0,8.0,281477405455.0,1030414329947,30261868026.0
SGC에너지,00125150,005090,2022,B+,"3,054,362,176,494","2,187,874,937,878","209,400,218,379","198,427,676,801",11718011638.0,21.7,36.1,28.57142857142857,56.87,196.0,6.0,600614624867.4796,2823334065836,345698031549.0
녹십자홀딩스,00108135,005250,2022,B+,"3,592,060,734,923","1,625,017,215,651","71,159,596,357","29,629,471,910",666154526528.0,41.5,32.9,7.6923076923076925,50.68,160.0,3.0,954003562451.2196,2079559970740,97156791412.0
SPC삼립,00125530,005610,2022,B,"1,295,399,585,606","906,290,707,171","89,513,471,496","70,782,876,250",19233493986.0,25.9,22.2,20.0,73.57,1859.0,110.0,683035170531.3008,3314547280509,47760261979.0
넥센,00167192,005720,2022,B+,"4,726,896,214,044","2,595,712,644,048","-22,542,977,056","-3,114,497,630",70605167205.0,34.12,19.22,15.789473684210526,59.37,789.0,91.0,219139608794.65448,3003950006220,-29062663489.0
에스엘,00125521,005850,2022,B+,"2,931,636,940,305","1,225,627,791,292","197,915,409,993","215,698,969,074",45810917206.0,17.9,23.9,50.0,62.46,536.0,791.0,1364186983684.1462,4174537934857,171906728050.0
삼성전자,00126380,005930,2022,A,"448,424,507,000,000","93,674,903,000,000","43,376,630,000,000","46,440,474,000,000",20217754.0,17.9,25.0,54.54545454545454,21.14,241654.0,1154.0,381680231401036.6,302231360000000,62181346000000.0
화승인더스트리,00166227,006060,2022,C,"1,779,489,488,972","1,119,839,945,881","73,297,899,437","20,390,231,128",76345631038.0,,,33.33333333333333,33.59,32.0,0.0,273769909756.0976,1912955609700,119983070206.0
녹십자,00129679,006280,2022,B+,"2,525,537,081,269","958,895,150,180","81,263,665,843","85,727,859,933",311563217852.0,30.52,18.53,3.4482758620689653,51.40,519.0,197.0,1941224223678.8616,1711312739533,119154310889.0
한일현대시멘트,00164672,006390,2022,B+,"649,126,013,507","285,245,441,672","35,168,293,521","44,443,694,696",37913714177.0,,,5.263157894736842,79.73,441.0,0.0,463822061228.8618,"471,150000000","(7,872,573,636)"
AK홀딩스,00125080,006840,2022,B+,"5,004,334,961,394","3,721,996,781,791","-21,822,473,627","-120,183,179,682",192096568006.0,,,37.5,65.17,22.0,1.0,234080633238.82117,3787959855335,366475089153.0
사조산업,00124799,007160,2022,C,"1,166,611,978,191","523,375,978,943","55,173,554,439","76,973,016,074",5698598625.0,2.5,3.34,30.0,57.57,317.0,248.0,229539634146.34143,660986318742,-272130976.0
이수페타시스,00107613,007660,2022,C,"546,014,160,739","323,686,082,261","116,618,143,622","107,829,664,836",3039143961.0,6.0,,20.0,26.45,882.0,85.0,423301083587.6016,642920533265,29760255326.0
F&F 홀딩스,00126487,007700,2022,B,"3,595,118,444,613","706,086,461,437","486,231,560,356","580,405,942,635",1813787936632.0,10.34,0.35,33.33333333333333,91.71,44.0,0.0,892674125730.691,1816814937477,332603290838.0
서연,00163114,007860,2022,B+,"2,323,543,346,933","1,319,636,711,049","188,572,721,382","157,391,284,290",36698071025.0,3.3,9.2,30.0,45.84,21.0,0.0,190927401397.7236,3251548681865,252310446317.0
한솔로지스틱스,00140946,009180,2022,B+,"274,496,248,985","171,990,567,169","36,349,586,827","30,450,141,909",13528643760.0,7.93,7.02,28.57142857142857,21.52,261.0,31.0,93505900668.6992,1015371889567,28367792414.0
태영건설,00153861,009410,2022,B+,"4,323,308,266,498","3,582,445,702,772","91,547,554,846","76,027,336,617",28774443720.0,18.44,21.51,8.695652173913043,49.20,1116.0,668.0,290456085984.87805,2605096732189,-144532290586.0
경동나비엔,00101488,009450,2022,C,"1,018,019,428,372","500,314,843,682","59,770,841,498","72,724,310,765",15585706799.0,13.49,8.06,9.090909090909092,57.61,150.0,178.0,614705749521.9512,1160860788602,9346017991.0
삼성중공업,00126478,010140,2022,B+,"14,491,697,984,864","10,919,760,587,958","-854,420,950,816","-554,711,265,360",26426699393.0,,,9.523809523809524,20.86,501.0,203.0,4916946341463.415,5944667452285,-1693020710821.0
화신,00166315,010690,2022,C,"1,004,620,994,499","647,757,403,677","87,362,958,755","95,109,032,046",2774462903.0,4.4,9.5,10.714285714285714,50.41,841.0,92.0,300142343478.8618,1690271415164,84539470475.0
아이에스동서,00115977,010780,2022,B+,"3,737,786,456,047","2,131,652,333,747","345,076,330,100","285,969,297,618",210622210785.0,,34.9,60.0,54.74,671.0,92.0,1304471683274.7966,2278442902307,428524831189.0
금호석유화학,00106368,011780,2022,A,"7,719,272,223,622","2,065,857,046,026","1,147,745,512,728","1,251,576,092,191",44015414772.0,14.3,14.3,14.893617021276595,25.20,204.0,68.0,4331132584845.528,7975625981021,513532762319.0
